event_id,division_canon,person_canon,places,message
1336988107,Shred 30,Jakub Mosciszewski,"[10, 13]","[sub_round] event=1336988107 div='Shred 30' person='Jakub Mosciszewski' places=[10, 13] (pool/heat/round-robin)"
1336988107,Shred 30,Rafal Kaleta,"[2, 7]","[sub_round] event=1336988107 div='Shred 30' person='Rafal Kaleta' places=[2, 7] (pool/heat/round-robin)"
1336988107,Shred 30,Pawe Nowak,"[7, 8]","[sub_round] event=1336988107 div='Shred 30' person='Pawe Nowak' places=[7, 8] (pool/heat/round-robin)"
1336988107,Shred 30,Bartosz Bubula,"[5, 6]","[sub_round] event=1336988107 div='Shred 30' person='Bartosz Bubula' places=[5, 6] (pool/heat/round-robin)"
1337617980,Request,Jan Brekle,"[6, 7]","[sub_round] event=1337617980 div='Request' person='Jan Brekle' places=[6, 7] (pool/heat/round-robin)"
1337617980,Request,Stefan Siegert,"[3, 4]","[sub_round] event=1337617980 div='Request' person='Stefan Siegert' places=[3, 4] (pool/heat/round-robin)"
1337617980,Request,Rene Ruehr,"[2, 4]","[sub_round] event=1337617980 div='Request' person='Rene Ruehr' places=[2, 4] (pool/heat/round-robin)"
1337617980,Request,Jakob Wagner,"[2, 3]","[adjacent_podium] event=1337617980 div='Request' person='Jakob Wagner' places=[2, 3] (dual-division or heat/final)"
1346948712,Open Freestyle Circle,Alex Lopez,"[2, 3]","[adjacent_podium] event=1346948712 div='Open Freestyle Circle' person='Alex Lopez' places=[2, 3] (dual-division or heat/final)"
1346948712,Open Freestyle Circle,Juan Bernardo Palacios Lemos,"[4, 5]","[sub_round] event=1346948712 div='Open Freestyle Circle' person='Juan Bernardo Palacios Lemos' places=[4, 5] (pool/heat/round-robin)"
1346948712,Open Freestyle Circle,Carlos Terraza,"[3, 5]","[sub_round] event=1346948712 div='Open Freestyle Circle' person='Carlos Terraza' places=[3, 5] (pool/heat/round-robin)"
1346948712,Open Freestyle Circle,Diego Velazquez,"[1, 4]","[sub_round] event=1346948712 div='Open Freestyle Circle' person='Diego Velazquez' places=[1, 4] (pool/heat/round-robin)"
1346948712,Open Freestyle Circle,Sebastian Ceballos,"[2, 5]","[sub_round] event=1346948712 div='Open Freestyle Circle' person='Sebastian Ceballos' places=[2, 5] (pool/heat/round-robin)"
1366375326,Request Contest,Filip Wojcik,"[2, 4]","[sub_round] event=1366375326 div='Request Contest' person='Filip Wojcik' places=[2, 4] (pool/heat/round-robin)"
1366375326,Request Contest,Jakub Mosciszewski,"[3, 9]","[sub_round] event=1366375326 div='Request Contest' person='Jakub Mosciszewski' places=[3, 9] (division label suggests rounds/request/singles or concatenated header)"
1376036018,Sick 3,Marcin Bujko,"[2, 4, 6]","[sub_round] event=1376036018 div='Sick 3' person='Marcin Bujko' places=[2, 4, 6] (pool-play-heavy event)"
1376036018,Sick 3,Patryk Tenderenda,"[4, 7, 9]","[sub_round] event=1376036018 div='Sick 3' person='Patryk Tenderenda' places=[4, 7, 9] (pool-play-heavy event)"
1376036018,Sick 3,Tomas Ostrowski,"[5, 6, 7]","[sub_round] event=1376036018 div='Sick 3' person='Tomas Ostrowski' places=[5, 6, 7] (pool/heat/round-robin)"
1376036018,Sick 3,Arkadiusz Stanek,"[3, 5, 8, 9]","[sub_round] event=1376036018 div='Sick 3' person='Arkadiusz Stanek' places=[3, 5, 8, 9] (pool-play-heavy event)"
1376036018,Sick 3,Damian Budzik,"[5, 6]","[sub_round] event=1376036018 div='Sick 3' person='Damian Budzik' places=[5, 6] (pool/heat/round-robin)"
1376036018,Sick 3,Pawel Scierski,"[5, 9]","[sub_round] event=1376036018 div='Sick 3' person='Pawel Scierski' places=[5, 9] (pool-play-heavy event)"
1376036018,Sick 3,Pawe Nowak,"[3, 6]","[sub_round] event=1376036018 div='Sick 3' person='Pawe Nowak' places=[3, 6] (pool-play-heavy event)"
1406219099,Sick 3,Maciej Niczyporuk,"[2, 3]","[adjacent_podium] event=1406219099 div='Sick 3' person='Maciej Niczyporuk' places=[2, 3] (dual-division or heat/final)"
1406219099,Sick 3,Jakub Mosciszewski,"[3, 5]","[sub_round] event=1406219099 div='Sick 3' person='Jakub Mosciszewski' places=[3, 5] (pool/heat/round-robin)"
1406219099,Sick 3,Evan Gatesman,"[1, 6]","[sub_round] event=1406219099 div='Sick 3' person='Evan Gatesman' places=[1, 6] (roundy-division heuristic net/freestyle/shred etc.)"
1415986036,Sick 3,Patrik Cerny,"[2, 3]","[adjacent_podium] event=1415986036 div='Sick 3' person='Patrik Cerny' places=[2, 3] (dual-division or heat/final)"
1439332196,Request Contest,Jakub Mosciszewski,"[1, 2]","[adjacent_podium] event=1439332196 div='Request Contest' person='Jakub Mosciszewski' places=[1, 2] (dual-division or heat/final)"
1439332196,Sick 3,Maciej Niczyporuk,"[1, 2]","[adjacent_podium] event=1439332196 div='Sick 3' person='Maciej Niczyporuk' places=[1, 2] (dual-division or heat/final)"
1467142686,Open Circle Contest,Mariusz Wilk,"[3, 4]","[sub_round] event=1467142686 div='Open Circle Contest' person='Mariusz Wilk' places=[3, 4] (pool/heat/round-robin)"
1467142686,Open Circle Contest,Marcin Bujko,"[1, 4]","[sub_round] event=1467142686 div='Open Circle Contest' person='Marcin Bujko' places=[1, 4] (pool/heat/round-robin)"
1473853257,Footbag Golf,Micha Rog,"[2, 4]","[sub_round] event=1473853257 div='Footbag Golf' person='Micha Rog' places=[2, 4] (pool/heat/round-robin)"
1473853257,Footbag Golf,Maciej Pietrzycki,"[3, 5]","[sub_round] event=1473853257 div='Footbag Golf' person='Maciej Pietrzycki' places=[3, 5] (pool/heat/round-robin)"
1473853257,Footbag Golf,Damian Budzik,"[1, 3]","[sub_round] event=1473853257 div='Footbag Golf' person='Damian Budzik' places=[1, 3] (pool/heat/round-robin)"
1485863923,Sick 3,Mariusz Wilk,"[6, 8]","[sub_round] event=1485863923 div='Sick 3' person='Mariusz Wilk' places=[6, 8] (pool/heat/round-robin)"
1485863923,Sick 3,Arkadiusz Stanek,"[2, 4]","[sub_round] event=1485863923 div='Sick 3' person='Arkadiusz Stanek' places=[2, 4] (pool/heat/round-robin)"
1485863923,Sick 3,Przemyslaw Pietrzycki,"[6, 7]","[sub_round] event=1485863923 div='Sick 3' person='Przemyslaw Pietrzycki' places=[6, 7] (pool/heat/round-robin)"
1487797845,Open Routines,Alexander Trenner,"[2, 8]","[sub_round] event=1487797845 div='Open Routines' person='Alexander Trenner' places=[2, 8] (roundy-division heuristic net/freestyle/shred etc.)"
1487797845,Open Routines,Krystof Maler,"[2, 4]","[sub_round] event=1487797845 div='Open Routines' person='Krystof Maler' places=[2, 4] (pool/heat/round-robin)"
1487797845,Open Routines,Arkadiusz Stanek,"[2, 5]","[sub_round] event=1487797845 div='Open Routines' person='Arkadiusz Stanek' places=[2, 5] (roundy-division heuristic net/freestyle/shred etc.)"
1487797845,Open Routines,Mikko Lepisto,"[2, 7]","[sub_round] event=1487797845 div='Open Routines' person='Mikko Lepisto' places=[2, 7] (roundy-division heuristic net/freestyle/shred etc.)"
1487797845,Open Routines,Juho Marjo,"[1, 6]","[sub_round] event=1487797845 div='Open Routines' person='Juho Marjo' places=[1, 6] (roundy-division heuristic net/freestyle/shred etc.)"
1487797845,Open Routines,Vaclav Klouda,"[1, 2]","[adjacent_podium] event=1487797845 div='Open Routines' person='Vaclav Klouda' places=[1, 2] (dual-division or heat/final)"
1487797845,Open Routines,Pawel Nowak,"[1, 3]","[sub_round] event=1487797845 div='Open Routines' person='Pawel Nowak' places=[1, 3] (pool/heat/round-robin)"
1547415984,Shred 30,Nathan Bonslaver,"[11, 17]","[sub_round] event=1547415984 div='Shred 30' person='Nathan Bonslaver' places=[11, 17] (pool/heat/round-robin)"
1547415984,Shred 30,Alexander Trenner,"[3, 9]","[sub_round] event=1547415984 div='Shred 30' person='Alexander Trenner' places=[3, 9] (pool/heat/round-robin)"
1547415984,Shred 30,Maciej Niczyporuk,"[1, 9]","[sub_round] event=1547415984 div='Shred 30' person='Maciej Niczyporuk' places=[1, 9] (pool/heat/round-robin)"
1547415984,Shred 30,Mariusz Wilk,"[5, 7]","[sub_round] event=1547415984 div='Shred 30' person='Mariusz Wilk' places=[5, 7] (pool/heat/round-robin)"
1547415984,Shred 30,Rafal Kaleta,"[9, 12]","[sub_round] event=1547415984 div='Shred 30' person='Rafal Kaleta' places=[9, 12] (pool/heat/round-robin)"
1547415984,Shred 30,Vaclav Klouda,"[1, 9]","[sub_round] event=1547415984 div='Shred 30' person='Vaclav Klouda' places=[1, 9] (pool/heat/round-robin)"
1547415984,Shred 30,Damian Budzik,"[17, 18]","[sub_round] event=1547415984 div='Shred 30' person='Damian Budzik' places=[17, 18] (pool/heat/round-robin)"
1547415984,Shred 30,Santeri Karvinen,"[5, 17]","[sub_round] event=1547415984 div='Shred 30' person='Santeri Karvinen' places=[5, 17] (pool/heat/round-robin)"
1547415984,Shred 30,Taishi Ishida,"[4, 9]","[sub_round] event=1547415984 div='Shred 30' person='Taishi Ishida' places=[4, 9] (pool/heat/round-robin)"
1547415984,Shred 30,Cass Taylor,"[5, 19]","[sub_round] event=1547415984 div='Shred 30' person='Cass Taylor' places=[5, 19] (pool/heat/round-robin)"
1547415984,Shred 30,Yoshihito Yamamoto,"[17, 20]","[sub_round] event=1547415984 div='Shred 30' person='Yoshihito Yamamoto' places=[17, 20] (pool/heat/round-robin)"
1547415984,Shred 30,Sebastian Ceballos,"[15, 17]","[sub_round] event=1547415984 div='Shred 30' person='Sebastian Ceballos' places=[15, 17] (pool/heat/round-robin)"
1547415984,Shred 30,Bruce Li,"[17, 21]","[sub_round] event=1547415984 div='Shred 30' person='Bruce Li' places=[17, 21] (pool/heat/round-robin)"
1567551985,Sick 3,Jakub Worek,"[1, 5]","[sub_round] event=1567551985 div='Sick 3' person='Jakub Worek' places=[1, 5] (roundy-division heuristic net/freestyle/shred etc.)"
1567551985,Sick 3,Filip Wojcik,"[3, 4]","[sub_round] event=1567551985 div='Sick 3' person='Filip Wojcik' places=[3, 4] (pool/heat/round-robin)"
1567551985,Sick 3,Jakub Mosciszewski,"[1, 2]","[adjacent_podium] event=1567551985 div='Sick 3' person='Jakub Mosciszewski' places=[1, 2] (dual-division or heat/final)"
1600984774,Circle,Maciej Niczyporuk,"[2, 3]","[adjacent_podium] event=1600984774 div='Circle' person='Maciej Niczyporuk' places=[2, 3] (dual-division or heat/final)"
1600984774,Circle,Mariusz Wilk,"[3, 5]","[sub_round] event=1600984774 div='Circle' person='Mariusz Wilk' places=[3, 5] (pool/heat/round-robin)"
1600984774,Circle,Filip Wojcik,"[1, 5]","[sub_round] event=1600984774 div='Circle' person='Filip Wojcik' places=[1, 5] (pool/heat/round-robin)"
1600984774,Circle,Damian Gielnicki,"[1, 2]","[adjacent_podium] event=1600984774 div='Circle' person='Damian Gielnicki' places=[1, 2] (dual-division or heat/final)"
1634665636,Request,Filip Wojcik,"[2, 3]","[adjacent_podium] event=1634665636 div='Request' person='Filip Wojcik' places=[2, 3] (dual-division or heat/final)"
1634665636,Request,Damian Gielnicki,"[2, 3]","[adjacent_podium] event=1634665636 div='Request' person='Damian Gielnicki' places=[2, 3] (dual-division or heat/final)"
1694170899,Sick3,Maciej Niczyporuk,"[4, 7]","[sub_round] event=1694170899 div='Sick3' person='Maciej Niczyporuk' places=[4, 7] (pool-play-heavy event)"
1694170899,Sick3,Jakub Mosciszewski,"[2, 7]","[sub_round] event=1694170899 div='Sick3' person='Jakub Mosciszewski' places=[2, 7] (pool-play-heavy event)"
1694170899,Sick3,Damian Gielnicki,"[2, 3, 5]","[sub_round] event=1694170899 div='Sick3' person='Damian Gielnicki' places=[2, 3, 5] (pool-play-heavy event)"
1694170899,Sick3,Pawe Nowak,"[4, 5]","[sub_round] event=1694170899 div='Sick3' person='Pawe Nowak' places=[4, 5] (pool/heat/round-robin)"
1700920831,Singles Net,Tuomas Riisalo,"[2, 3]","[adjacent_podium] event=1700920831 div='Singles Net' person='Tuomas Riisalo' places=[2, 3] (dual-division or heat/final)"
1700920831,Singles Net,Santeri Karvinen,"[1, 6]","[sub_round] event=1700920831 div='Singles Net' person='Santeri Karvinen' places=[1, 6] (roundy-division heuristic net/freestyle/shred etc.)"
1727756195,Open Sick3,Jakub Worek,"[3, 5]","[sub_round] event=1727756195 div='Open Sick3' person='Jakub Worek' places=[3, 5] (pool/heat/round-robin)"
1727756195,Request,Maciej Niczyporuk,"[1, 4]","[sub_round] event=1727756195 div='Request' person='Maciej Niczyporuk' places=[1, 4] (division label suggests rounds/request/singles or concatenated header)"
1741024635,2-Square,Jakub Mosciszewski,"[6, 8]","[sub_round] event=1741024635 div='2-Square' person='Jakub Mosciszewski' places=[6, 8] (pool/heat/round-robin)"
1741024635,2-Square,Mikko Lepisto,"[2, 5]","[sub_round] event=1741024635 div='2-Square' person='Mikko Lepisto' places=[2, 5] (pool-play-heavy event)"
857880054,Open Singles Net,Trevor Mazzucchelli,"[2, 3]","[adjacent_podium] event=857880054 div='Open Singles Net' person='Trevor Mazzucchelli' places=[2, 3] (dual-division or heat/final)"
857880054,Open Singles Net,John Burrage,"[1, 2]","[adjacent_podium] event=857880054 div='Open Singles Net' person='John Burrage' places=[1, 2] (dual-division or heat/final)"
857880054,Open Singles Net,Grant Corbett,"[1, 3]","[sub_round] event=857880054 div='Open Singles Net' person='Grant Corbett' places=[1, 3] (pool/heat/round-robin)"
917278465,Open Golf,Be Announced,"[2, 3]","[adjacent_podium] event=917278465 div='Open Golf' person='Be Announced' places=[2, 3] (dual-division or heat/final)"
941418343,Open Singles Freestyle,Tuan Vu,"[7, 21]","[sub_round] event=941418343 div='Open Singles Freestyle' person='Tuan Vu' places=[7, 21] (pool-play-heavy event)"
948198763,Open Women's Freestyle,Jule Böhm,"[1, 2]","[adjacent_podium] event=948198763 div=""Open Women's Freestyle"" person='Jule Böhm' places=[1, 2] (dual-division or heat/final)"
948198763,Open Women's Freestyle,Sabrina Weiss,"[2, 3]","[adjacent_podium] event=948198763 div=""Open Women's Freestyle"" person='Sabrina Weiss' places=[2, 3] (dual-division or heat/final)"
981560223,Mens Open Freestyle,Christian Dubuis,"[2, 5]","[sub_round] event=981560223 div='Mens Open Freestyle' person='Christian Dubuis' places=[2, 5] (roundy-division heuristic net/freestyle/shred etc.)"
981560223,Mens Open Freestyle,Kahu Weber,"[3, 9]","[sub_round] event=981560223 div='Mens Open Freestyle' person='Kahu Weber' places=[3, 9] (roundy-division heuristic net/freestyle/shred etc.)"
981560223,Mens Open Freestyle,Jose Capacoel,"[1, 6]","[sub_round] event=981560223 div='Mens Open Freestyle' person='Jose Capacoel' places=[1, 6] (roundy-division heuristic net/freestyle/shred etc.)"
992517335,Shred:30,Heikki Rautio,"[10, 12]","[sub_round] event=992517335 div='Shred:30' person='Heikki Rautio' places=[10, 12] (pool/heat/round-robin)"
992517335,Sick 5,Heikki Rautio,"[10, 12]","[sub_round] event=992517335 div='Sick 5' person='Heikki Rautio' places=[10, 12] (pool/heat/round-robin)"
999985344,Footbag Freestyle Overall,Ermo Naarits,"[2, 3]","[adjacent_podium] event=999985344 div='Footbag Freestyle Overall' person='Ermo Naarits' places=[2, 3] (dual-division or heat/final)"
999985344,Footbag Freestyle Overall,Uve Poom,"[3, 5]","[sub_round] event=999985344 div='Footbag Freestyle Overall' person='Uve Poom' places=[3, 5] (pool/heat/round-robin)"
999985344,Footbag Freestyle Overall,Reimo Oun,"[5, 9]","[sub_round] event=999985344 div='Footbag Freestyle Overall' person='Reimo Oun' places=[5, 9] (roundy-division heuristic net/freestyle/shred etc.)"
999985344,Footbag Freestyle Overall,Janar Stamm,"[4, 8]","[sub_round] event=999985344 div='Footbag Freestyle Overall' person='Janar Stamm' places=[4, 8] (roundy-division heuristic net/freestyle/shred etc.)"
