event_id,year,division,place,competitor_type,player_token,action,matched_pbp_div
1013283071,2002,Women's Doubles Net,6,team,Merry McCown (USA)/(),PARTIAL_RESTORE,women s doubles net
1013283071,2002,Open Mixed Doubles Net,8,team,Emmanuel Bouchard (Canada)/(),PARTIAL_RESTORE,open mixed doubles net
1016457376,2002,Novice,1,team,Mitch Carlsen (Augusta/GA),PARTIAL_RESTORE,novice
1016457376,2002,Novice,2,team,Stephen Pride (Augusta/GA),PARTIAL_RESTORE,novice
1016457376,2002,Novice,3,team,Sam Pride (Augusta/GA),PARTIAL_RESTORE,novice
1016457376,2002,Novice,4,team,Todd Squires (North Augusta/SC),PARTIAL_RESTORE,novice
1018812342,2002,Doubles Freestyle,5,team,Damian/Mateus (Wroclaw),PARTIAL_RESTORE,doubles freestyle
1018812342,2002,Girl's Freestyle,1,team,Martin/Jan Huleja (Praha),PARTIAL_RESTORE,girl s freestyle
1021665982,2002,Intermediate,5,team,JF/Stephane Comeau,PARTIAL_RESTORE,intermediate
1025084282,2002,Intermediate 1Min 30 Sec,5,player,Simon,PARTIAL_RESTORE,intermediate 1min 30 sec
1028233308,2002,Novice 3 Minute Consecutives,6,player,rh Place Chris Burkhart,PARTIAL_RESTORE,novice 3 minute consecutives
1028800969,2002,Doubles Net Open,5,team,Tammo/Markus,PARTIAL_RESTORE,doubles net open
1028800969,2002,Doubles Net Open,6,team,Aleksander/Faris Barakat,PARTIAL_RESTORE,doubles net open
1028800969,2002,Doubles Net Open,6,team,Felix Golz/David,PARTIAL_RESTORE,doubles net open
1028800969,2002,Doubles Net Open,8,team,"Sandro/Thorsten, Ole",PARTIAL_RESTORE,doubles net open
1028800969,2002,Singles Net Open,9,team,Frank/Marcellus,PARTIAL_RESTORE,singles net open
1029347412,2002,Sick 3,1,team,Samuel Hufschmid (Bootfägers/Basel),PARTIAL_RESTORE,sick 3
1031334528,2003,Pro Freestyle- Single,1,player,Peter Irish $350 (drop on last trick),PARTIAL_RESTORE,pro freestyle single
1031334528,2003,Pro Freestyle- Single,5,team,Calab Abraham $25/prize,PARTIAL_RESTORE,pro freestyle single
1034985978,2003,Shred 30 Champion,2,team,Justin Dale (WA/USA),PARTIAL_RESTORE,shred 30 champion
1034985978,2003,Shred 30 Champion,3,team,Ethan Husted (OR/USA),PARTIAL_RESTORE,shred 30 champion
1038895913,2003,Unknown,5,player,Minute Timed Consecutives,PARTIAL_RESTORE,unknown
1044952105,2003,Open Doubles Net,5,team,Maude Landreville/Gilles,PARTIAL_RESTORE,open doubles net
1045628278,2003,Pro Shred30,2,team,"Jon Schneider/Bridgewater, NJ",PARTIAL_RESTORE,pro shred30
1046985067,2003,Intermediate Big 3,2,player,Danny Greer,PARTIAL_RESTORE,intermediate big3
1050067583,2003,Pro Doubles,1,team,Oskari Forstén/Matti Pohjola (pro net footbags),PARTIAL_RESTORE,pro doubles
1050067583,2003,Pro Routines,1,player,Lasse Salmenhaara (Pro 32 sand),PARTIAL_RESTORE,pro routines
1050067583,2003,Pro Sick 3,1,player,Felix Zenger (Pro 32 sand),PARTIAL_RESTORE,pro sick 3
1050140930,2003,Open Singles Net,1,team,Patrick Schrickel/FC Footstar Berlin,PARTIAL_RESTORE,open singles net
1050140930,2003,Open Singles Net,2,team,Florian Goetze/Frankfurt Footbag,PARTIAL_RESTORE,open singles net
1050140930,2003,Intermediate Freestyle,2,team,Daniel Schuldes/Muenchen,PARTIAL_RESTORE,intermediate freestyle
1050140930,2003,Intermediate Freestyle,3,team,Jochen Bauer/Amberg,PARTIAL_RESTORE,intermediate freestyle
1050140930,2003,Women's Freestyle,2,team,Anne Busch/Cologne,PARTIAL_RESTORE,women s freestyle
1052775366,2003,Open Double Net,1,team,Jakob/Jesper Hall,PARTIAL_RESTORE,open double net
1052775366,2003,Open Double Net,2,team,Bjarne Everberg/Benny Leich,PARTIAL_RESTORE,open double net
1052775366,2003,Open Double Net,3,team,Ole Snack/Ryan Mulroney,PARTIAL_RESTORE,open double net
1052775366,2003,Open Double Net,4,team,Mikkel Frederiksen/Thomas Mortensen,PARTIAL_RESTORE,open double net
1057126024,1986,Singles Consecutive,1,player,Rob McCloskey,PARTIAL_RESTORE,singles consecutive
1057345914,1991,Intermediate Doubles Net,2,team,PJ/Sebastien Gomez,PARTIAL_RESTORE,intermediate doubles net
1058378281,2003,Freestyle - 30 Second Shred,1,player,"Ellis Piltz, Montreal",PARTIAL_RESTORE,freestyle 30 second shred
1058378281,2003,Freestyle - 30 Second Shred,2,player,"James Gilbert, Austin",PARTIAL_RESTORE,freestyle 30 second shred
1058378281,2003,Freestyle - Open,9,team,Windsen Pan/Houston,PARTIAL_RESTORE,freestyle open
1058378281,2003,Freestyle - Open,10,team,James Gilbert/Austin,PARTIAL_RESTORE,freestyle open
1058378281,2003,Open Consecutives,2,player,Tina Lewis 521 (Women's 1st),PARTIAL_RESTORE,open consecutives
1058378281,2003,Open Consecutives,3,player,Josh Bast,PARTIAL_RESTORE,open consecutives
1061453080,2003,Intermediate Sick 3,2,player,Dyalan Govender,PARTIAL_RESTORE,intermediate sick trick
1061453080,2003,Intermediate Sick 3,3,player,Ian Pritchard,PARTIAL_RESTORE,intermediate sick trick
1061453080,2003,Intermediate Shred 30,1,player,Ian Pritchard,NEW_DIV_RESTORE,
1061453080,2003,Intermediate Shred 30,2,player,Mark Roberts,NEW_DIV_RESTORE,
1061453080,2003,Intermediate Shred 30,3,player,Scott K,NEW_DIV_RESTORE,
1061453080,2003,Open Sick Trick,1,player,Brendan Erskine,NEW_DIV_RESTORE,
1061453080,2003,Open Sick 3,1,player,Lynton Stephens,NEW_DIV_RESTORE,
1061453080,2003,Open Sick 3,2,player,Dan Ednie,NEW_DIV_RESTORE,
1061453080,2003,Open Sick 3,3,player,Jeremy O'Wheel,NEW_DIV_RESTORE,
1069791565,2004,Singles Net,3,team,"Henning Goetzke (Frankfurt, D)/Jan Zimmermann (Zürich, CH)",PARTIAL_RESTORE,singles net
1075781798,2004,Pro Doubles Net,4,team,S.Comeau/P. Lessard prize,PARTIAL_RESTORE,pro doubles net
1075781798,2004,Pro Freestyle- Single,5,team,Greg Nelson $15/prize,PARTIAL_RESTORE,pro freestyle single
1076876907,2004,Open Singles Freestyle,1,player,"Jere ""the smooth criminal"" Vainikka(Fin)50",PARTIAL_RESTORE,open singles freestyle
1079444598,2004,Intermediate Singles Net,2,player,Michael Müller,PARTIAL_RESTORE,intermediate single net
1079444598,2004,Intermediate Singles Net,3,player,Lisa Uebele,PARTIAL_RESTORE,intermediate single net
1079444598,2004,Intermediate Singles Net,4,player,DJ Fuji,PARTIAL_RESTORE,intermediate single net
1079444598,2004,Intermediate Doubles Net,2,team,Marcelus/Christian,PARTIAL_RESTORE,intermediate doubles net
1079444598,2004,Open Singles Net,1,player,Andreas Wolff,PARTIAL_RESTORE,open single net
1079444598,2004,Open Singles Net,2,player,Florian Goetze,PARTIAL_RESTORE,open single net
1079444598,2004,Open Singles Net,4,player,Hannes Daniel,PARTIAL_RESTORE,open single net
1079444598,2004,Shred,1,player,Honza Weber,PARTIAL_RESTORE,shred
1079444598,2004,Shred,2,player,Dexter,PARTIAL_RESTORE,shred
1079444598,2004,Sick 3,3,player,Jakob,PARTIAL_RESTORE,sick 3
1079444598,2004,Intermediate Freestyle,4,player,Roy,PARTIAL_RESTORE,intermediate freestyle
1079605499,2004,"Womens Singles Freestyle [Very, Very Close (1-4)]",1,player,Lenneis Verena,NEW_DIV_RESTORE,
1079605499,2004,"Womens Singles Freestyle [Very, Very Close (1-4)]",2,player,Boehm Jule,NEW_DIV_RESTORE,
1079605499,2004,"Womens Singles Freestyle [Very, Very Close (1-4)]",3,player,Mickiewicz Hanna,NEW_DIV_RESTORE,
1079605499,2004,"Womens Singles Freestyle [Very, Very Close (1-4)]",4,player,Thygesen Lise,NEW_DIV_RESTORE,
1079605499,2004,"Womens Singles Freestyle [Very, Very Close (1-4)]",5,player,Prihodko Oxana,NEW_DIV_RESTORE,
1079605499,2004,"Womens Singles Freestyle [Very, Very Close (1-4)]",6,player,Busch Anne,NEW_DIV_RESTORE,
1079605499,2004,"Womens Singles Freestyle [Very, Very Close (1-4)]",7,player,Locher Nora,NEW_DIV_RESTORE,
1079605499,2004,"Womens Singles Freestyle [Very, Very Close (1-4)]",8,player,Mader Nina,NEW_DIV_RESTORE,
1079605499,2004,"Womens Singles Freestyle [Very, Very Close (1-4)]",9,player,Nigisch Johanna,NEW_DIV_RESTORE,
1079605499,2004,"Womens Singles Freestyle [Very, Very Close (1-4)]",10,player,Liukko Ninni,NEW_DIV_RESTORE,
1079605499,2004,"Womens Singles Freestyle [Very, Very Close (1-4)]",11,player,Siewczyk Lila,NEW_DIV_RESTORE,
1079605499,2004,Shred30,4,player,Linnanen Jere,PARTIAL_RESTORE,womens shred30
1079605499,2004,Shred30,2,team,Weber Honza (Alpine Legbeater/Fog - Pixie same Blender),PARTIAL_RESTORE,womens shred30
1079605499,2004,Open Golf,7,player,Ulisse,PARTIAL_RESTORE,open golf
1079605499,2004,Open Golf,10,player,Vinz,PARTIAL_RESTORE,open golf
1080138513,2004,Shred 30,4,player,Grischa Tellenbach (RNH Footbag),PARTIAL_RESTORE,shred 30
1080138513,2004,Shred 30,10,player,Cédric,PARTIAL_RESTORE,shred 30
1080138513,2004,Sick 3,5,player,Jochen Bauer aka Doctor Jay (All),PARTIAL_RESTORE,sick 3
1080138513,2004,Sick 3,6,player,Grischa Tellenbach (RNH Footbag),PARTIAL_RESTORE,sick 3
1080138513,2004,Sick 3,7,player,Charles Dupuy aka Carlito (RNH Footbag),PARTIAL_RESTORE,sick 3
1080138513,2004,Sick 3,8,player,Miquel Clemente (Icarus Footbag),PARTIAL_RESTORE,sick 3
1080138513,2004,Sick 3,5,player,Pierre Bardeau,PARTIAL_RESTORE,sick 3
1080757998,2004,Open Sick 3,1,player,Curtis Taylor,PARTIAL_RESTORE,open sick3
1081766954,2004,Open Doubles Net,1,player,NiNo,PARTIAL_RESTORE,open doubles net
1081766954,2004,Open Doubles Net,2,player,HIF,PARTIAL_RESTORE,open doubles net
1081766954,2004,Open Doubles Net,3,player,Otrava,PARTIAL_RESTORE,open doubles net
1083699966,2004,Open Singles Net Open Doubles Net,1,team,Tuomas Kärki 1. Tuomas Kärki/Olli Savolainen,PARTIAL_RESTORE,open singles net open doubles net
1083699966,2004,Open Singles Net Open Doubles Net,2,team,Jukka Peltola 2. Oskari Forsten/Matti Pohjola,PARTIAL_RESTORE,open singles net open doubles net
1083699966,2004,Open Singles Net Open Doubles Net,3,team,Oskari Forsten 3. Jani Markkanen/Jukka Peltola,PARTIAL_RESTORE,open singles net open doubles net
1083699966,2004,Open Singles Net Open Doubles Net,4,team,Jaakko Inkinen 4. Juha-Matti Rytilahti/Janne Uusitalo,PARTIAL_RESTORE,open singles net open doubles net
1083699966,2004,Open Singles Net Open Doubles Net,5,team,Jani Markkanen 5. Jyri Ilama/Otso Konttinen,PARTIAL_RESTORE,open singles net open doubles net
1083699966,2004,Open Singles Net Open Doubles Net,6,team,Olli Savolainen 6. Jani Lirkki/Teppo Harju,PARTIAL_RESTORE,open singles net open doubles net
1083699966,2004,Open Singles Net Open Doubles Net,7,team,Aleksi Öhman 7. Jarno Terho/Jaakko Lindström,PARTIAL_RESTORE,open singles net open doubles net
1083699966,2004,Open Singles Net Open Doubles Net,8,team,Jani Lirkki 8. Tuukka Antikainen/Janne Pesonen,PARTIAL_RESTORE,open singles net open doubles net
1083699966,2004,Open Singles Net Open Doubles Net,9,team,Tuukka Antikainen 9. Iisak Liukko/Sakarias Liukko,PARTIAL_RESTORE,open singles net open doubles net
1089373321,2004,Golf,3,team,U-Nanim.Works (Pierrot/Fred),PARTIAL_RESTORE,golf
1089373321,2004,Doubles Freestyle,2,team,Michal/Tomasz Ostrowski,PARTIAL_RESTORE,doubles freestyle
1092044099,2004,Net Doubles,1,player,NiNo,PARTIAL_RESTORE,net doubles
1092044099,2004,Net Doubles,4,player,HIF,PARTIAL_RESTORE,net doubles
1092073845,2004,Shred 30,1,player,Vašek Klouda,NEW_DIV_RESTORE,
1092073845,2004,Shred 30,2,player,Honza Weber,NEW_DIV_RESTORE,
1092073845,2004,Shred 30,3,player,Aleš Zelinka,NEW_DIV_RESTORE,
1092073845,2004,Doubles Net,2,team,Martin Huleja/Honza Huleja,PARTIAL_RESTORE,doubles net
1092073845,2004,Doubles Net,3,team,Dexter Struž/Moglum Polák,PARTIAL_RESTORE,doubles net
1094201584,2004,Open Freestyle,2,player,Stefan Siegert,PARTIAL_RESTORE,open freestyle
1094201584,2004,Open Freestyle,5,player,Stefan Nold,PARTIAL_RESTORE,open freestyle
1094201584,2004,Open Freestyle,7,player,Philipp Schafer,PARTIAL_RESTORE,open freestyle
1094201584,2004,Open Net Fives,1,player,Matthias Lino Schmidt,NEW_DIV_RESTORE,
1094201584,2004,Open Net Fives,2,player,Jakob Wagner,NEW_DIV_RESTORE,
1094201584,2004,Open Net Fives,3,player,Jason,NEW_DIV_RESTORE,
1094201584,2004,Open Net Fives,4,player,Felix Graf,NEW_DIV_RESTORE,
1097785506,2004,Open Singles Net,14,player,Felix Zenger (intermediate),PARTIAL_RESTORE,open singles net
1097785506,2004,Open Singles Net,15,player,Ilkka Malin (intermediate),PARTIAL_RESTORE,open singles net
1102227996,2005,Open Doubles - For The Green Cup,9,team,Jack Harris/Patrick Keehan*( Advanced Champion),PARTIAL_RESTORE,open doubles for the green cup
1102227996,2005,Open Singles,9,player,Kerry Chun (Advanced Champion),PARTIAL_RESTORE,open singles
1103297805,2005,Open Shred 30,1,player,Arthur,NEW_DIV_RESTORE,
1103297805,2005,Open Shred 30,2,player,Serge,NEW_DIV_RESTORE,
1103297805,2005,Open Shred 30,3,player,Franck,NEW_DIV_RESTORE,
1103297805,2005,Shred 30,6,player,Grischa,PARTIAL_RESTORE,shred 30 sec
1103297805,2005,Sick 3,1,player,Zerg,PARTIAL_RESTORE,sick 3
1103297805,2005,Sick 3,2,player,Fcky,PARTIAL_RESTORE,sick 3
1105353373,2005,Net Jam,3,team,Christian Löwe/Hanneé Tiger,PARTIAL_RESTORE,net jam
1107290435,2005,Open Doubles,1,team,Emmanuel Bouchard/Sébastien Verdy,PARTIAL_RESTORE,open doubles
1107290435,2005,Open Doubles,2,team,Jean-François Lemieux/Benjamin Rochon,PARTIAL_RESTORE,open doubles
1107290435,2005,Open Doubles,3,team,Alexandre Bélanger/Stéphane Comeau,PARTIAL_RESTORE,open doubles
1107290435,2005,Open Doubles,4,team,Martin Côté/Robert Lavigne,PARTIAL_RESTORE,open doubles
1107290435,2005,Open Doubles,5,team,Russell Arseneault/Dominique Soulard,PARTIAL_RESTORE,open doubles
1107290435,2005,Open Doubles,6,team,Luc Legault/Phil Larose,PARTIAL_RESTORE,open doubles
1107290435,2005,Open Doubles,7,team,Maude Landreville/Philippe Lessard,PARTIAL_RESTORE,open doubles
1107290435,2005,Open Doubles,8,team,François Depatie/Pelletier- Gilles Demers,PARTIAL_RESTORE,open doubles
1107290435,2005,Open Doubles,9,team,Pierre-Jacques Daigle/Stéphane Tailleur,PARTIAL_RESTORE,open doubles
1107290435,2005,Open Doubles,10,team,Sérifo Desjardins/Christophe Spooner,PARTIAL_RESTORE,open doubles
1107290435,2005,Open Doubles,11,team,Jonathan Éthier/Félix-Antoine Guérard,PARTIAL_RESTORE,open doubles
1109802420,2005,Open Doubles Net,8,team,Eric Malmi/Tommi Terä (intermediate),PARTIAL_RESTORE,open doubles net
1109802420,2005,Open Doubles Net,10,team,Jouni Niemelä/Sami Ruohonen (intermediate),PARTIAL_RESTORE,open doubles net
1117746703,2005,Double Open Net,1,team,Andy Götze/Flo Wolff,PARTIAL_RESTORE,double open net
1117746703,2005,Double Open Net,3,team,Phipson/his Watercarrier,PARTIAL_RESTORE,double open net
1117746703,2005,Double Open Net,4,team,Ypsilonassin/Thomsenf und die 4. Dimension+,PARTIAL_RESTORE,double open net
1117746703,2005,Double Open Net,5,team,Platz nur Gnitzen/Ü 30 Connection Gimbel Heimer,PARTIAL_RESTORE,double open net
1117746703,2005,Single Net,6,player,Götzenjoe,PARTIAL_RESTORE,single net
1124840254,2005,Open Sick 1,4,team,Kevin Regamy - Alpha Reactor/Pandemonium,PARTIAL_RESTORE,open sick 1
1125936037,2005,Open Doubles Freestyle,5,team,Thomas/Robinson Sustrac,PARTIAL_RESTORE,open doubles freestyle
1125936037,2005,Open Singles Freestyle,8,team,Dylan Fry/Wiktor Debski,PARTIAL_RESTORE,open singles freestyle
1125936037,2005,Open Singles Freestyle,11,team,Manu Schmid/Charles Dupuy,PARTIAL_RESTORE,open singles freestyle
1125936037,2005,Open Singles Freestyle,13,team,Philipp Schaefer/Fred Touzelet,PARTIAL_RESTORE,open singles freestyle
1125936037,2005,Open Singles Freestyle,17,team,Silwan Daouk/David Hofstetter,PARTIAL_RESTORE,open singles freestyle
1134914723,2006,Open Singles Net,4,player,Lino Landau,PARTIAL_RESTORE,women s singles net
1134914723,2006,Open Singles Net,5,player,Fabien Riffaud,PARTIAL_RESTORE,women s singles net
1134914723,2006,Open Singles Net,6,player,Eric Fonteneau,PARTIAL_RESTORE,women s singles net
1134914723,2006,Open Singles Net,7,player,Vincent Rousseau,PARTIAL_RESTORE,women s singles net
1134914723,2006,Open Singles Net,8,player,Arnaud Saniez,PARTIAL_RESTORE,women s singles net
1134914723,2006,Open Singles Net,9,player,Marco Brunet,PARTIAL_RESTORE,women s singles net
1134914723,2006,Open Singles Net,10,player,Mathieu,PARTIAL_RESTORE,women s singles net
1134914723,2006,Open Singles Net,11,player,Mouss Kabbal,PARTIAL_RESTORE,women s singles net
1134914723,2006,Open Singles Net,12,player,Lisa Amengual,PARTIAL_RESTORE,women s singles net
1134914723,2006,Open Singles Net,13,player,Etienne Ruggeri,PARTIAL_RESTORE,women s singles net
1134914723,2006,Open Singles Net,14,player,Helena Schlichting,PARTIAL_RESTORE,women s singles net
1134914723,2006,Open Singles Net,15,player,Thomas Sustrac,PARTIAL_RESTORE,women s singles net
1134914723,2006,Open Shred 30,1,player,Serge Kaldany,NEW_DIV_RESTORE,
1134914723,2006,Open Shred 30,2,player,Robinson Sustrac,NEW_DIV_RESTORE,
1134914723,2006,Open Shred 30,3,player,Fred Touzelet,NEW_DIV_RESTORE,
1134914723,2006,Open Shred 30,4,player,Grischa Tellenbach,NEW_DIV_RESTORE,
1134914723,2006,Open Shred 30,5,player,Augustin Tiffaud,NEW_DIV_RESTORE,
1134914723,2006,Open Shred 30,6,player,Thomas Sustrac,NEW_DIV_RESTORE,
1134914723,2006,Mini Net,1,player,Franck Remy,PARTIAL_RESTORE,mini net
1135116604,2006,Open Golf,8,player,Daniel,PARTIAL_RESTORE,open golf
1137347261,2006,Open Sick 3,2,player,Evan Gatesman,PARTIAL_RESTORE,open sick 3
1137347261,2006,Open Sick 3,3,player,Justin Dale,PARTIAL_RESTORE,open sick 3
1137347261,2006,Open Sick 3,4,player,Ken Somolinos,PARTIAL_RESTORE,open sick 3
1137347261,2006,Open Sick 3,5,player,Daryl Genz,PARTIAL_RESTORE,open sick 3
1137347261,2006,Open Sick 3,2,player,Justin Dale,PARTIAL_RESTORE,open sick 3
1137942486,2006,Open Doubles Net,21,team,Magnus/Hakan Hellberg,PARTIAL_RESTORE,open doubles net
1137942486,2006,Open Doubles Net,22,player,Michi+mr. Germany GER,PARTIAL_RESTORE,open doubles net
1137942486,2006,Open Singles Net,21,player,3rd of all pools,PARTIAL_RESTORE,open singles net
1137942486,2006,Open Singles Net,31,player,4th of all pools,PARTIAL_RESTORE,open singles net
1139778550,2006,Double Net,7,team,Patrik/Peter,PARTIAL_RESTORE,double net
1143155263,2006,Intermediate Doubles Net,3,team,Dee/Arthur Bartlett,PARTIAL_RESTORE,intermediate doubles net
1143155263,2006,Novice Doubles Net,3,team,Christopher/Dee,PARTIAL_RESTORE,novice doubles net
1143155263,2006,Intermediate Sick 3,2,player,Kyle Hewitt,PARTIAL_RESTORE,intermediate sick 3
1143172220,2006,Intermediate Doubles Net,3,team,Marc/Aaron Hunsberger,PARTIAL_RESTORE,intermediate doubles net
1146789209,2006,Open Doubles Net,3,team,Phil Lessard/Francois,PARTIAL_RESTORE,open doubles net
1148241486,2006,Open Sick 1,1,team,David Clavens/Nemesis,PARTIAL_RESTORE,open sick 1
1148374547,2006,Freestyle,8,player,Julien,PARTIAL_RESTORE,freestyle
1148374547,2006,Freestyle,10,player,Jeremy,PARTIAL_RESTORE,freestyle
1148374547,2006,Freestyle,11,player,Raph,PARTIAL_RESTORE,freestyle
1149881200,2006,Singles Net- Novice,2,player,David,PARTIAL_RESTORE,singles net novice
1155788760,2006,Net Doubles,3,team,Elliott/Emily Johns,PARTIAL_RESTORE,net doubles
1156283186,2006,Open Sick Trick,1,player,Kevin Regamey,NEW_DIV_RESTORE,
1156283186,2006,Open Sick Trick,2,player,Byrin Wylie,NEW_DIV_RESTORE,
1156283186,2006,Open Sick Trick,3,player,Andrew Grant,NEW_DIV_RESTORE,
1156283186,2006,Open Sick Trick,4,player,Scott Ellenberger,NEW_DIV_RESTORE,
1157398732,2006,Intermediate Routines,4,player,John,PARTIAL_RESTORE,intermediate routines
1157398732,2006,Sick 3,3,player,Dexter Struz,PARTIAL_RESTORE,sick 3
1157398732,2006,Sick 3,4,player,Jakob Wagner,PARTIAL_RESTORE,sick 3
1157398732,2006,Sick 3,5,player,Tobias Larsen,PARTIAL_RESTORE,sick 3
1157398732,2006,Sick 3,6,player,Søren Nøhr Thomsen,PARTIAL_RESTORE,sick 3
1157398732,2006,Sick 3,7,player,Michael Nielsen,PARTIAL_RESTORE,sick 3
1157398732,2006,Sick 3,8,player,Jasper Johansen,PARTIAL_RESTORE,sick 3
1164845982,2007,Open Singles - Division A,12,player,Sage#^,PARTIAL_RESTORE,open singles division a
1167422711,2007,Open Doubles Net,1,team,Cory Current/John Leys,PARTIAL_RESTORE,open doubles net
1167422711,2007,Open Doubles Net,9,team,Robert Creel/Chris,PARTIAL_RESTORE,open doubles net
1170456736,2007,Intermediate Singles,3,player,Luka,PARTIAL_RESTORE,intermediate singles
1170456736,2007,Open Doubles,1,team,Robert Lavigne/Emmanuel Bouchard,PARTIAL_RESTORE,open doubles
1170456736,2007,Open Doubles,2,team,Eric Wulff/John Leys,PARTIAL_RESTORE,open doubles
1170456736,2007,Open Doubles,3,team,François Depatie Pelletier/Gilles Demers,PARTIAL_RESTORE,open doubles
1170456736,2007,Open Doubles,4,team,Patrick Asswad/Samuel Cloutier,PARTIAL_RESTORE,open doubles
1170456736,2007,Open Doubles,5,team,Luc Legault/Yves Archambault,PARTIAL_RESTORE,open doubles
1170456736,2007,Open Doubles,6,team,Dominique Soulard/Russel Arsenault,PARTIAL_RESTORE,open doubles
1170456736,2007,Open Doubles,7,team,Philippe Lessard/Grischa Tellenbach,PARTIAL_RESTORE,open doubles
1170456736,2007,Open Doubles,8,team,Mario Vaillancourt/Martin Côté,PARTIAL_RESTORE,open doubles
1170456736,2007,Open Doubles,9,team,Dominic O'Brien/Stéphane Tailleur,PARTIAL_RESTORE,open doubles
1170456736,2007,Open Doubles,10,team,Tuan Vu/Philippe Larose,PARTIAL_RESTORE,open doubles
1172931308,2007,4-Square,3,player,Kolo,PARTIAL_RESTORE,4 square
1173467292,2007,Intermediate,4,team,Zeb Jackson/Blurry Whirl,PARTIAL_RESTORE,intermediate
1173467292,2007,Open,3,team,Daryl Genz/Blurry Whirl>Pdx Torque>Pdx Mirage,PARTIAL_RESTORE,open
1176318174,2007,Intermediate Big 3,2,player,Jake Wren,PARTIAL_RESTORE,intermediate big 3
