alias,canonical,alias_count,canonical_count_in_pf,alias_years,canonical_years,shared_events,shared_event_ids_sample,alias_event_ids_sample,canonical_event_ids_sample,score,reasons
Alex,Alex Vannier,1,2,2025,2006,0,,1739036206,"1143027870,1149763452",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Alex,Alex Venis,1,3,2025,"2014,2015,2024",0,,1739036206,"1391189882,1417735560,1706036811",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Alex,Alex Verget,1,2,2025,2006,0,,1739036206,1148241486,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Alex,Alex Watkins,1,1,2025,2008,0,,1739036206,1193783964,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Alex,Alex Zeke Ibardaloza,1,2,2025,2006,0,,1739036206,1157942368,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Alex,Alex Zerbe,1,9,2025,"1999,2000,2001,2002,2003",0,,1739036206,"1013283071,1036298726,910551956,915561090,941418343",7,"prefix_match,token_subset,rare_alias,canon_more_common"
André,André Calado Coroado,1,2,2008,"2024,2025",0,,1195677906,"1709070838,1740419380",7,"prefix_match,token_subset,rare_alias,canon_more_common"
André,André Lemaire,1,10,2008,1998..2011 (8 yrs),0,,1195677906,"1069929277,1113344236,1143155263,1180496320,1245199707",7,"prefix_match,token_subset,rare_alias,canon_more_common"
André,André Volksdorf,1,4,2008,"2009,2010,2011,2012",0,,1195677906,"1257621700,1282224512,1298627369,1337617980",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Augustin,Augustin Tiffaud,1,6,2005,2006,0,,1103297805,1134914723,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Augustin,Augustin Tiffou,1,22,2005,"2005,2006,2007,2008,2009",0,,1103297805,"1103724325,1125936037,1135116604,1137942486,1143027870",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Ben,Ben Appold,1,2,2016,2010,0,,1449259560,1267718326,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Ben,Ben Babyak,1,8,2016,"2014,2017,2019,2024,2025",0,,1449259560,"1405875596,1502929111,1555631351,1721320739,1750356087",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Ben,Ben Barrows,1,12,2016,2003..2023 (9 yrs),0,,1449259560,"1044624680,1125004188,1155788760,1163784775,1539024211",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Ben,Ben Benulis,1,10,2016,"2007,2008,2009,2010",0,,1449259560,"1163784775,1173467292,1176844933,1216849705,1235253768",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Ben,Ben Cochrane,1,8,2016,1997..2012 (7 yrs),0,,1449259560,"1102576153,1337309613,857881519,886044392,919703711",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Ben,Ben Elynn,1,2,2016,2002,0,,1449259560,1035817350,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Ben,Ben Enwright,1,1,2016,2006,0,,1449259560,1138601883,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Ben,Ben Hutchinson,1,2,2016,1998,0,,1449259560,"876336655,876356874",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Ben,Ben Johnson,1,2,2016,"2014,2016",0,,1449259560,"1386623061,1458772302",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Ben,Ben Kellman,1,19,2016,2001..2023 (7 yrs),0,,1449259560,"1021665982,1031334528,1049457912,1069929277,1109356644",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Ben,Ben Little,1,5,2016,"1997,1999,2004,2012",0,,1449259560,"1069929277,1337623340,857876517,910551956",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Ben,Ben Rochon,1,1,2016,2004,0,,1449259560,1069929277,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Ben,Ben Roscoe,1,3,2016,"2007,2008",0,,1449259560,"1163784775,1194517448",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Ben,Ben Scarborough,1,8,2016,"2001,2002,2003",0,,1449259560,"1016457376,1021665982,1044624680,1049457912,981129410",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Ben,Ben Schmaltz,1,2,2016,"2003,2007",0,,1449259560,"1036298726,1176318174",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Ben,Ben Skaggs,1,4,2016,"2007,2008",0,,1449259560,"1163784775,1200725314",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Ben,Ben Valentine,1,1,2016,2005,0,,1449259560,1125004188,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Ben,Ben West,1,1,2016,1999,0,,1449259560,919703711,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Ben,Ben Zylbeberg,1,1,2016,2001,0,,1449259560,981129410,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Carlos,CARLOS RAMIREZ,1,12,2010,"2018,2019",0,,1268445253,"1515176008,1527557123,1537994275,1549597969,1568692191",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Carlos,Carlos Acosta,1,4,2010,"2012,2013,2015,2023",0,,1268445253,"1339389008,1353380057,1423020874,1678957450",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Carlos,Carlos Blaumann,1,4,2010,"2010,2011",0,,1268445253,"1286381599,1301675662,1311699287",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Carlos,Carlos Funes,1,2,2010,"2015,2023",0,,1268445253,"1430582557,1699593640",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Carlos,Carlos Maldonado,1,2,2010,2010,0,,1268445253,1286381599,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Carlos,Carlos Marquez,1,18,2010,"2009,2010,2011,2012,2013",0,,1268445253,"1226679678,1251952403,1258513500,1267469140,1282224512",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Carlos,Carlos Medina,1,6,2010,"2013,2015,2019",0,,1268445253,"1366240051,1368559562,1423020874,1430582557,1435784719",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Carlos,Carlos Terraza,1,6,2010,"2007,2012",0,,1268445253,"1183654670,1346948712",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Charles,Charles Baldwin,1,1,2004,1997,0,,1069791565,857876215,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Charles,Charles Dukes,1,1,2004,2004,0,,1069791565,1075781798,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Charles,Charles Dupuy,1,17,2004,"2003,2004,2005,2006,2007,2009",0,,1069791565,"1064849293,1069929277,1080138513,1089373321,1103724325",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Colton,Colton Ramstrom,1,1,1998,2016,0,,876336655,1458772302,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Cyril,Cyril Kabache,1,8,2025,"2001,2002,2003,2004,2021",0,,1741024635,"1001076203,1030830356,1064849293,1080138513,1623054449",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Diego,Diego Chávez,1,22,2010,"2009,2010,2011,2012,2013,2015",0,,1268445253,"1251952403,1258513500,1265745512,1267469140,1284182261",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Diego,Diego La Manna,1,1,2010,2001,0,,1268445253,972427576,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Diego,Diego Velazquez,1,7,2010,"2012,2023",0,,1268445253,"1346947092,1346948712,1678957450",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Dorner,Dorner Peter,1,1,2001,2002,0,,996678489,1024091202,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Drew,Drew Martin,1,38,2008,2002..2025 (16 yrs),0,,1216058526,"1021665982,1049457912,1069929277,1109356644,1143172220",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Edwin,EDWIN JARAMILLO,1,2,2010,"2012,2014",0,,1268445253,"1346947092,1399929003",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Edwin,Edwin Tishner,1,1,2010,2000,0,,1268445253,953918475,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Edwin,Edwin Veltman,1,38,2010,1997..2025 (18 yrs),0,,1268445253,"1012638214,1013283071,1102227996,1135116604,1164845982",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Franck,Franck Gautherot,1,1,2005,2000,0,,1103297805,948198763,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Franck,Franck Rémy,1,32,2005,2001..2009 (9 yrs),0,,1103297805,"1001076203,1029347412,1030830356,1050745947,1064849293",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Frank,Frank Diaz,1,2,2010,"2023,2024",0,,1268445253,"1699593640,1713276656",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Frank,Frank Gutowski,1,2,2010,"1997,1999",0,,1268445253,"857881898,917741782",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Frank,Frank Mingst,1,1,2010,2000,0,,1268445253,967817818,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Gilles,Gilles Demers,1,22,2010,2005..2011 (7 yrs),0,,1268445253,"1107290435,1149881200,1163784775,1170456736,1179874637",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Grischa,Grischa Tellenbach,1,127,2005,2002..2025 (23 yrs),0,,1103297805,"1030830356,1042821772,1050745947,1064849293,1080138513",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jack,Jack Bissell,1,1,2010,2001,0,,1268445253,980969461,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jack,Jack Harris,1,31,2010,2005..2014 (9 yrs),0,,1268445253,"1102576153,1163784775,1189467124,1193783964,1195585401",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jack,Jack Keller,1,3,2010,"2003,2004,2006",0,,1268445253,"1049457912,1075781798,1143172220",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jack,Jack Lentz,1,41,2010,1990..2016 (18 yrs),0,,1268445253,"1021665982,1031334528,1049457912,1057175925,1069929277",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jack,Jack Ognistoff,1,1,2010,2001,0,,1268445253,990905420,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jack,Jack Schoolcraft,1,7,2010,"1983,1984,1985,1997,1999",0,,1268445253,"2001983002,2001984001,2001985001,857876870,916977484",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jake,Jake Cave,1,1,2010,2000,0,,1268445253,947196813,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jake,Jake DeClercq,1,7,2010,"2009,2010,2011,2013",0,,1268445253,"1229435305,1232474501,1264098849,1265745512,1295120951",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jake,Jake Dodd,1,8,2010,"2015,2017,2018,2019",0,,1268445253,"1421271111,1427144456,1485967222,1489248474,1492354286",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jake,Jake Hargrove,1,1,2010,2011,0,,1268445253,1299532552,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jake,Jake Leong,1,23,2010,1997..2012 (11 yrs),0,,1268445253,"1013283071,1035277529,1069929277,1113344236,1143155263",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jake,Jake Milofsky,1,10,2010,"2000,2001,2002,2003,2006",0,,1268445253,"1011324897,1018925821,1030830356,1043430155,1049457912",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jake,Jake Wren,1,8,2010,"2007,2009,2013",0,,1268445253,"1163784775,1173467292,1176318174,1233299407,1358271250",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jason,Jason Ausmus,1,1,2004,2008,0,,1094201584,1193783964,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jason,Jason Bohlin,1,2,2004,"2007,2008",0,,1094201584,"1182542776,1220466807",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jason,Jason Buster,1,1,2004,2000,0,,1094201584,955745735,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jason,Jason Davis,1,1,2004,1999,0,,1094201584,910551956,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jason,Jason Donnelly,1,4,2004,"1998,1999",0,,1094201584,"901687367,920579000,929217368",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jason,Jason Engstrom,1,1,2004,1998,0,,1094201584,899077904,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jason,Jason Hall,1,2,2004,2001,0,,1094201584,979089216,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jason,Jason Hicks,1,2,2004,"2016,2017",0,,1094201584,"1458772302,1471686537",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jason,Jason Kingsley,1,1,2004,1997,0,,1094201584,860356126,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jason,Jason Langis,1,11,2004,"1997,1998,1999,2000,2001",0,,1094201584,"857880964,857881898,876336655,910551956,915561090",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jason,Jason Peppin,1,5,2004,"1997,1998",0,,1094201584,"857876215,877061793,888294869",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jason,Jason Phillips,1,3,2004,"1997,1998",0,,1094201584,"857880964,881872990",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jason,Jason Stover,1,2,2004,"1997,1999",0,,1094201584,"857880964,915561090",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jason,Jason Varvaro,1,12,2004,"2003,2005,2006,2024,2025",0,,1094201584,"1031334528,1105087209,1135116604,1706036811,1721320739",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jason,Jason Wong,1,2,2004,2002,0,,1094201584,1028233308,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Josh,Josh Bast,1,3,2010,2003,0,,1268445253,1058378281,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Josh,Josh Benham,1,16,2010,"2001,2002,2003,2004,2005,2006",0,,1268445253,"1021665982,1032472601,1046985067,1049457912,1058877971",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Josh,Josh Bernstein,1,1,2010,2003,0,,1268445253,1032472601,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Josh,Josh Bowen,1,1,2010,1998,0,,1268445253,892446131,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Josh,Josh DeClercq,1,7,2010,"2009,2010,2011,2017",0,,1268445253,"1229435305,1252451527,1264098849,1265745512,1299532552",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Josh,Josh Gayhart,1,13,2010,"2019,2020,2021,2022,2023,2025",0,,1268445253,"1529239199,1552865692,1555631351,1596587110,1625854837",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Josh,Josh Lackey,1,1,2010,2007,0,,1268445253,1172931308,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Josh,Josh Owens,1,3,2010,2002,0,,1268445253,1016457376,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Josh,Josh Penney,1,5,2010,"1997,1999,2007,2008",0,,1268445253,"1163784775,1164845982,1203102773,857879540,916193231",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Josh,Josh Turnya,1,1,2010,1997,0,,1268445253,857880964,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Josh,Josh Vorvel,1,3,2010,"1999,2000",0,,1268445253,"917741782,941418343",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Julien,Julien Appolonio,1,25,2006,2005..2017 (12 yrs),0,,1148374547,"1097686137,1105087209,1137942486,1154685554,1183729267",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Julien,Julien Coblence,1,22,2006,"2011,2012,2013,2014,2016,2017",0,,1148374547,"1294262550,1299019355,1300316952,1316280393,1323272493",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Julien,Julien Cote,1,2,2006,"2007,2008",0,,1148374547,"1163784775,1206161350",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Julien,Julien Guil Romiti,1,1,2006,2008,0,,1148374547,1222687523,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Julien,Julien Recasens,1,1,2006,2008,0,,1148374547,1199106237,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Julien,Julien Romiti,1,11,2006,"2006,2007,2010,2011,2012",0,,1148374547,"1149763452,1177512537,1183729267,1256202918,1269266785",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Julien,Julien Tremblay,1,1,2006,2008,0,,1148374547,1204006435,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Kamil,Kamil Burzyński,1,2,2023,2007,0,,1694170899,1189345008,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Kamil,Kamil Hucał,1,4,2023,2007,0,,1694170899,1189345008,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Kamil,Kamil Wysocki,1,27,2023,2004..2011 (8 yrs),0,,1694170899,"1074511718,1090437706,1102443443,1126086921,1127155729",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Karim,Karim Daouk,1,65,2002,2003..2025 (19 yrs),0,,1030830356,"1064849293,1069791565,1097686137,1102576153,1104851808",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Karim,Karim Mraz,1,3,2002,"2006,2007",0,,1030830356,"1149763452,1183729267",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Karl,Karl Allen,1,1,2010,2003,0,,1260368810,1038895913,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Karl,Karl Damke,1,3,2010,"2009,2010,2011",0,,1260368810,"1257621700,1282224512,1298627369",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Karl,Karl Murr,1,1,2010,2001,0,,1260368810,996293200,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Konrad,Konrad Chlebny,1,9,2023,"2010,2011,2012",0,,1694170899,"1282912320,1288096032,1297811412,1316280393,1323272493",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Kris,Kris Johnson,1,1,2025,1997,0,,1739036206,865043841,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Louis,Louis Marchadier,1,3,2023,"2012,2017",0,,1686926080,"1329132977,1487797845,1499168069",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Luc,Luc Legeault,1,39,2010,1997..2020 (15 yrs),0,,1268445253,"1069929277,1107290435,1163784775,1164845982,1170456736",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Luke,Luke Anderson,1,1,2002,2000,0,,1025084282,959353403,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Luke,Luke Legault,1,8,2002,"2010,2011,2013,2014,2015",0,,1025084282,"1265745512,1293877677,1301837824,1362598500,1391189882",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Michal,MICHAL VELEBA,1,1,2002,2023,0,,1018812342,1699709080,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Matthias,Matthias Blau,1,4,2008,"2006,2019",0,,1195677906,"1135116604,1157398732,1547415984",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Matthias,Matthias Feulner,1,1,2008,2013,0,,1195677906,1349043745,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Matthias,Matthias Lino Schmidt,1,43,2008,2000..2023 (16 yrs),0,,1195677906,"1042821772,1052775366,1070734498,1079444598,1089373321",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Michal,Michal Benda,1,2,2002,2008,0,,1018812342,1228946926,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Michal,Michal Biarda,1,24,2002,"2006,2008,2009,2010,2011",0,,1018812342,"1135116604,1194517448,1226679678,1251990500,1269266785",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Michal,Michal Danek,1,8,2002,"2003,2004,2005",0,,1018812342,"1035277529,1042821772,1089373321,1092073845,1102576153",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Michal,Michal Hadaś,1,1,2002,2005,0,,1018812342,1127155729,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Michal,Michal Jalowiecki,1,8,2002,"2010,2011",0,,1018812342,"1278603677,1288096032,1297811412",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Michal,Michal Klimczak,1,20,2002,2010..2025 (10 yrs),0,,1018812342,"1267199851,1293877917,1297811412,1391189882,1487797845",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Michal,Michal Marko,1,1,2002,2009,0,,1018812342,1255335697,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Michal,Michal Minár,1,5,2002,"2008,2010",0,,1018812342,"1194517448,1269266785",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Michal,Michal Miszkiel,1,3,2002,"2006,2007,2008",0,,1018812342,"1158263300,1185458086,1224962900",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Michal,Michal Ostrowski,1,32,2002,2004..2015 (11 yrs),0,,1018812342,"1089373321,1102576153,1158263300,1194517448,1226679678",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Michal,Michal Rog,1,36,2002,2006..2024 (15 yrs),0,,1018812342,"1135116604,1158263300,1194517448,1267199851,1278603677",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Michal,Michal Sauren,1,1,2002,2003,0,,1018812342,1042821772,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Michal,Michal Černý,1,1,2002,2006,0,,1018812342,1137937282,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Michał,Michał Pietryńczak,1,1,2023,2009,0,,1694170899,1248864536,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Michał,Michał Przybyłowicz,1,1,2023,2008,0,,1694170899,1219405634,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Michał,Michał Zembaty,1,1,2023,2008,0,,1694170899,1219405634,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Adamszyck,1,2,2001,"2001,2002",0,,1001942070,"1021665982,981129410",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Angeski,1,1,2001,2010,0,,1001942070,1268407783,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Bellmen,1,5,2001,"1998,2000,2008",0,,1001942070,"1203102773,881872990,884112176,899077904,941418343",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Brassel,1,3,2001,"2008,2009",0,,1001942070,"1194517448,1222687523,1226679678",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Breen,1,1,2001,1997,0,,1001942070,857881898,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Busby,1,1,2001,2000,0,,1001942070,955745735,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Clair,1,1,2001,2002,0,,1001942070,1021665982,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Collins,1,2,2001,"1998,1999",0,,1001942070,"884112176,917741782",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Faille,1,1,2001,2008,0,,1001942070,1208064566,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Fierke,1,1,2001,2001,0,,1001942070,989875090,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Gatewood,1,5,2001,"1998,2001,2003",0,,1001942070,"1058378281,879319107,988434364,991757909",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Gonzales,1,1,2001,1985,0,,1001942070,1043096425,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Grueter,1,2,2001,1997,0,,1001942070,"857876215,860356126",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Gupton,1,4,2001,"2008,2011",0,,1001942070,"1189977929,1314229545",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Hansen,1,2,2001,"2003,2004",0,,1001942070,"1061212821,1069929277",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Harding,1,3,2001,"1981,1982,1983",0,,1001942070,"2001981001,2001982001,2001983002",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Hasson,1,2,2001,1991,0,,1001942070,1057345914,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Ingles,1,2,2001,2001,0,,1001942070,"978967004,979334083",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Jauss,1,3,2001,"2000,2001",0,,1001942070,"949991621,979334083",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Kofman,1,1,2001,2003,0,,1001942070,1058877971,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mike,Mike Lopez,1,2,2001,2003,0,,1001942070,"1036298726,1058378281",7,"prefix_match,token_subset,rare_alias,canon_more_common"
