event_id,year,event_type,event_name,mirror_found,mirror_has_results,mirror_h2_div_count,mirror_parsed_div_count,mirror_placement_lines,stage2_div_count,stage2_placement_count,pf_placement_count,status,notes
873922005,1997,mixed,FOOTBAG SM 97 / Finnish Footbag Championships '97,True,True,0,0,12,3,12,12,OK,
876590022,1997,mixed,1997 Seattle Fall Indoor Tournament,True,True,0,4,16,4,16,16,OK,
877848852,1997,mixed,Auburn U.F.O. Fall Festival,True,True,0,1,21,7,21,20,OK,unmatched_mirror_divs=[Here's how is came down]
876331623,1998,mixed,Southern California Footbag Championships,True,True,0,1,33,6,31,31,OK,unmatched_mirror_divs=[RESULTS]
876336655,1998,net,Air-A-Zona 2nd Annual Footbag Net Championships,True,True,0,6,67,7,67,64,OK,
876356874,1998,mixed,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,True,True,0,3,150,19,148,148,OK,unmatched_mirror_divs=[Here's how it came down; Competitor Breakdown; FREESTYLE]
876591529,1998,worlds,1998 WORLD FOOTBAG CHAMPIONSHIPS,True,True,1,1,3,20,58,35,OK,
877061793,1998,net,U. S. Open Footbag Net Championships,True,False,0,0,0,9,45,44,MIRROR_NO_RESULTS,
879319107,1998,mixed,1998 Southern Regional Footbag Championships,True,True,0,0,50,13,50,50,OK,
881872990,1998,mixed,The 3rd Annual Chaos Indoor Footbag Festival,True,False,0,0,0,6,18,18,MIRROR_NO_RESULTS,
883135865,1998,net,1998 Winter Windchill Warm-Up (l'Hivernal),True,True,0,0,14,4,14,14,OK,
884112176,1998,mixed,The 1st Annual Fighting Illini Footbag Festival,True,True,0,0,12,6,18,12,OK,
886044392,1998,net,12th Annual Vancouver Open Footbag Net Tournament,True,True,0,0,34,12,34,21,OK,
888294869,1998,net,15th Annual Emerald City Open,True,True,0,0,42,13,42,42,OK,
892446131,1998,golf,Kansas Footbag Open,True,True,0,0,4,5,13,4,OK,
899077904,1998,mixed,Northern Illinois Footbag Open,True,True,0,0,20,7,20,19,OK,
899722892,1998,mixed,Finnish Footbag Open 1998,True,True,0,6,18,6,18,18,OK,
901349509,1998,net,18th Annual Beaver Open,True,True,0,4,10,4,11,11,OK,unmatched_mirror_divs=[Bizz Buzz; Cribbage]
901687367,1998,mixed,13th Annual Funtastik Summer Classic Footbag Tournament,True,False,0,0,0,12,37,37,MIRROR_NO_RESULTS,
903468009,1999,mixed,Southern California Footbag Championships,True,True,0,2,23,8,23,23,OK,unmatched_mirror_divs=[Freestyle Finals in Safeway Parking Garage; Net Finals in Heavy Downpour]
903632480,1999,net,3rd Annual Air-A-Zona Footbag Net Championships,True,True,0,6,38,8,38,37,OK,
909186885,1999,golf,1999 Southern Regional Footbag Championships,True,True,0,0,45,5,37,37,OK,
910551956,1999,mixed,1999 Western Regional Footbag Championships,True,True,0,5,109,15,106,105,OK,unmatched_mirror_divs=[Participants; Awards; OPEN RESULTS]
912467534,1999,net,12th Annual U.S. Open Footbag Net Championships,True,False,0,0,0,8,38,37,MIRROR_NO_RESULTS,
913061034,1999,freestyle,Finnish Freestyle Festival '99,True,True,0,1,18,3,18,18,OK,
915561090,1999,worlds,WORLD FOOTBAG CHAMPIONSHIPS,True,True,1,1,44,19,226,294,OK,
916193231,1999,mixed,1999 Montreal International Footbag Championship,True,True,0,0,25,7,25,25,OK,
916977484,1999,net,State Games of Oregon Footbag Tournament,True,False,0,0,0,7,21,21,MIRROR_NO_RESULTS,
917278465,1999,mixed,EUROPEAN FOOTBAG OPEN,True,True,0,0,35,7,34,34,OK,
917741782,1999,mixed,2nd Annual Illini Footbag Festival,True,True,0,0,18,6,18,18,OK,
919703711,1999,net,13th Annual Vancouver Open Footbag Net Tournament,True,True,0,0,57,9,57,57,OK,
919885513,1999,net,Montreal Windchill (l'HIVERNAL),True,True,0,0,14,4,14,14,OK,
920579000,1999,mixed,East Coast Footbag Championships,True,True,0,7,24,7,24,24,OK,
924977661,1999,net,16th Annual Emerald City Open,True,True,0,0,40,11,40,40,OK,
929217368,1999,mixed,14th Annual Funtastik Summer Classic,True,False,0,0,0,11,41,41,MIRROR_NO_RESULTS,
931840905,1999,mixed,1st Annual Montana Invitational,True,True,0,12,56,12,56,55,OK,
933870505,1999,mixed,Finnish Footbag Open Championships 1999,True,True,0,0,42,6,42,42,OK,
937727262,1999,mixed,California State Footbag Championships,True,True,0,6,26,5,24,24,OK,unmatched_mirror_divs=[Yellow Belt Division; Beginners]
937854594,1999,net,Turku Tournee 1999,True,True,0,0,16,2,16,16,OK,
942013549,1999,freestyle,German Footbag Freestyle Battle 99,True,True,0,1,8,1,8,7,OK,unmatched_mirror_divs=[Final]
933099911,2000,net,4th Annual Air-A-Zona Footbag Net Tournament,True,True,0,4,12,4,12,12,OK,
933115858,2000,freestyle,Colorado Shred Symposium,True,False,0,0,0,2,10,9,MIRROR_NO_RESULTS,
941418343,2000,worlds,WORLD FOOTBAG CHAMPIONSHIPS,True,True,2,2,82,19,256,228,OK,
944242404,2000,freestyle,Todexon Cup Freestyle Tournament,True,True,0,0,8,1,8,8,OK,
945548940,2000,net,U.S. Open Footbag Net Championships,True,True,0,3,12,3,12,12,OK,
946940201,2000,mixed,East Coast Footbag Championships,True,True,0,9,24,9,23,18,OK,
947026077,2000,mixed,The 2nd Annual Philly Open Footbag Championships,True,True,0,4,30,5,30,29,OK,unmatched_mirror_divs=[Here are the links for the pictures; Open Events; Intermediate Events]
947196813,2000,mixed,New Zealand Footbag Championships,True,True,0,0,23,15,52,18,OK,
948198763,2000,mixed,European Footbag Championships 2000,True,True,0,6,64,14,63,63,OK,
948943299,2000,net,First Annual Arica Open,True,True,0,0,10,2,10,6,OK,
949991621,2000,freestyle,6th Annual Southern California Footbag Championships,True,True,0,0,12,3,12,11,OK,
952906680,2000,freestyle,Montreal International Footbag Championships,True,True,0,0,52,10,51,40,OK,
953918475,2000,mixed,Funtastik Summer Classic Footbag Tournament,True,False,0,0,0,11,40,39,MIRROR_NO_RESULTS,
955745735,2000,mixed,4th Annual Kansas Footbag Open,True,True,0,0,24,8,24,24,OK,
955831740,2000,mixed,Turku Open 2000,True,True,0,0,23,5,23,23,OK,
957240514,2000,net,Emerald City Open,True,True,0,8,21,8,19,19,OK,
957778745,2000,mixed,Footbag Meeting Bern,True,True,0,1,12,2,12,12,OK,unmatched_mirror_divs=[Here's the results]
959353403,2000,freestyle,2000 Southeast Idaho Footbag Championships,True,True,0,2,20,4,17,13,OK,
961053916,2000,mixed,Footbag Oulu-Open 2000,True,True,0,0,23,6,23,23,OK,
961626997,2000,net,Quebec City Footbag Net Championships,True,True,0,1,30,3,30,30,OK,unmatched_mirror_divs=[Here are the results for this year's tournament]
967817818,2000,mixed,Texas State Footbag Championships,True,True,0,0,53,15,48,48,OK,
1000071985,2001,freestyle,2001 Frankfurt Footbag Open,True,False,0,0,0,2,2,2,MIRROR_NO_RESULTS,
1001076203,2001,net,3ème Open de France de Footbag,True,True,0,3,23,4,22,20,OK,
1001076315,2001,mixed,5th Annual Finnish Footbag Championships,True,True,0,0,39,6,39,24,OK,
1001905008,2001,mixed,Fall Footbag Party,True,False,0,0,0,0,0,0,MIRROR_NO_RESULTS,
1001942070,2001,mixed,Texas State Footbag Championships,True,True,0,0,32,9,30,29,OK,
1003802417,2001,net,II Torneo Hacky Sack,True,False,0,0,0,0,0,0,MIRROR_NO_RESULTS,
1004370976,2001,freestyle,Bootfägers Shred,True,True,0,0,4,2,6,6,OK,
1005667143,2001,freestyle,Finnstyle Footbag JAM,True,True,0,0,13,5,12,5,OK,
972427576,2001,mixed,L'Hivernal (The Windchill) Footbag Tournament,True,True,0,0,58,7,56,57,OK,
973573676,2001,freestyle,2nd Annual New Zealand Footbag Championships,True,True,0,4,11,5,10,9,OK,unmatched_mirror_divs=[As for the rest of the freestylers results are as follows]
974683678,2001,freestyle,COLORADO SHRED SYMPOSIUM 2,True,True,0,0,26,1,26,14,OK,
977260894,2001,net,Second Annual Arica Open,True,True,0,2,8,2,8,8,OK,
978967004,2001,mixed,Southern California Footbag Championships,True,True,0,0,42,7,42,42,OK,
979089216,2001,freestyle,First Annual Eugene Freestyle Freekout!!!,True,True,0,3,19,2,17,17,OK,unmatched_mirror_divs=[Intermediate results]
979334083,2001,mixed,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,True,True,0,12,109,12,107,87,OK,unmatched_mirror_divs=[COMPETITION RESULTS]
979816633,2001,net,1st Hungarian Footbag Cup,True,True,0,2,14,3,14,10,OK,
980253113,2001,freestyle,Swiss Footbag Jam,True,False,0,0,0,0,0,0,MIRROR_NO_RESULTS,
980502839,2001,mixed,European Footbag Championships,True,True,0,13,50,12,50,50,OK,unmatched_mirror_divs=[G O L F ]
980969461,2001,worlds,WORLD FOOTBAG CHAMPIONSHIPS,True,True,7,7,53,21,203,202,OK,
981129410,2001,mixed,East Coast Footbag Championships,True,True,0,8,57,13,55,54,OK,
981560223,2001,mixed,Swiss Footbag Championships (FootJam),True,True,0,3,119,9,114,32,OK,unmatched_mirror_divs=[Final Ranking; Final Swiss Ranking; Detailed results]
984694623,2001,freestyle,1st Montreal Summer Freestyle Challenge,True,True,0,0,20,3,20,8,OK,
987361779,2001,freestyle,Cornerstone Festival 2001 Largest Footbag Circle World Record Attempt,True,False,0,0,0,0,0,0,MIRROR_NO_RESULTS,
988325277,2001,freestyle,Saskatchewan Footbag Championships,True,True,0,0,9,1,9,9,OK,
988434364,2001,mixed,2001 Southern Regional Footbag Championships,True,True,0,0,57,12,56,56,OK,
989875090,2001,freestyle,Chicago Inner Circle Museum of Science and Industry Jam,True,True,0,3,12,4,11,10,OK,
990512631,2001,mixed,3rd annual Turku International Open Championships 2001 Finland,True,True,0,0,24,3,24,24,OK,
990626988,2001,freestyle,Polish Footbag Competition,True,True,0,0,7,1,7,1,OK,
990905420,2001,golf,Vancouver Open Footbag Tournament,True,True,0,0,48,7,44,31,OK,
991285803,2001,net,Montreal International Footbag Net Championships 2001,True,True,0,0,40,3,40,41,OK,
991757909,2001,mixed,Funtastik Summer Classic Footbag Tournament,True,True,0,0,47,12,47,44,OK,
992517335,2001,freestyle,Keuruu Footbag Jam 2001,True,True,0,0,22,4,24,24,OK,
994186570,2001,freestyle,Faith Footbag Forum,True,False,0,0,0,0,0,0,MIRROR_NO_RESULTS,
996293200,2001,freestyle,Australian Footbag Championships,True,True,2,2,11,3,20,19,OK,unmatched_mirror_divs=[Open Singles Routines; Open Sick 3-Trick]
996678489,2001,freestyle,Vienna Footbag Festival,True,True,0,2,12,2,12,7,OK,
999985344,2001,mixed,Estonian Footbag Championships,True,True,0,3,36,3,35,35,OK,
1011291051,2002,net,Quebec City Footbag Net Championships 2002,True,True,0,3,40,4,40,39,OK,
1011324897,2002,freestyle,PennStateTrio's O.F.F. 2,True,True,0,4,12,4,12,12,OK,
1011556608,2002,mixed,FOOTJAM meets 3BORDERSCUP,True,True,0,0,14,5,14,13,OK,
1012638214,2002,mixed,2002 WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,True,True,1,1,9,11,77,70,OK,
1013283071,2002,worlds,23rd Annual WORLD FOOTBAG CHAMPIONSHIPS,True,True,6,6,80,6,78,75,OK,
1015198403,2002,social,Footbag Barbarian Training Camp,True,False,0,0,0,0,0,0,MIRROR_NO_RESULTS,
1015303046,2002,net,S.L.O. Kickin's 1st annual footbag net tournament,True,True,0,1,10,3,10,10,OK,
1016457376,2002,freestyle,Cinco de Mayo Footbag Fest,True,True,0,0,28,4,28,21,OK,
1018812342,2002,freestyle,Czech Footbag Championships,True,True,0,5,39,6,38,36,OK,
1018925821,2002,freestyle,Tri-State Area Footbag Jam,True,True,0,2,4,2,4,4,OK,
1019193491,2002,freestyle,Finnsta City Jam,True,True,0,0,17,2,17,17,OK,
1021665982,2002,freestyle,2002 East Coast Footbag Championships,True,True,0,0,57,3,57,54,OK,
1022992222,2002,freestyle,Shred Zero Summer Open 2002,True,True,0,0,7,2,6,7,OK,
1024091202,2002,freestyle,III. Hungarian Footbag Festival,True,True,0,0,14,4,14,14,OK,
1025084282,2002,freestyle,1st Queensland Footbag Challenge,True,True,0,0,9,2,9,5,OK,
1027925383,2002,mixed,Finnish Footbag Championships 2002,True,True,0,0,44,6,44,44,OK,
1028218784,2002,mixed,2002 Texas State Footbag Championships,True,True,0,0,55,12,53,53,OK,
1028233308,2002,freestyle,US Open Freestyle Championships,True,True,0,0,32,7,31,30,OK,
1028800969,2002,mixed,3. Frankfurt Footbag Open,True,True,0,0,23,3,23,18,OK,
1029347412,2002,freestyle,Woodstower: French Opening,True,False,0,0,0,2,2,1,MIRROR_NO_RESULTS,
1030830356,2002,mixed,4e Open de France de Footbag,True,True,0,9,52,9,52,52,OK,unmatched_mirror_divs=[Overall Champions]
1032602594,2002,freestyle,Victorian Footbag Championships,True,True,0,2,9,1,6,3,MODERATE_LOSS,unmatched_mirror_divs=[Results; Sic 3]
1034212755,2002,mixed,Fall Footbag Party 2002,True,False,0,0,0,0,0,0,MIRROR_NO_RESULTS,
1035042753,2002,mixed,SwissJam No. 6 1/2 (Bootfägers Shred #2),True,False,0,0,0,0,0,0,MIRROR_NO_RESULTS,
1035817350,2002,freestyle,New South Wales Footbag Championships,True,True,0,0,8,1,6,5,MODERATE_LOSS,
1031334528,2003,mixed,Funtastik Summer Classic Footbag Tournament,True,True,0,0,52,12,51,50,OK,
1032472601,2003,freestyle,The 3rd Annual Chilly Philly Freestyle Jam,True,True,0,1,15,3,13,13,OK,
1034985978,2003,mixed,2003 Canadian Open Footbag Championships,True,True,0,0,19,7,19,16,OK,
1035277529,2003,worlds,24th Annual WORLD FOOTBAG CHAMPIONSHIPS,True,True,6,6,156,15,192,257,OK,unmatched_mirror_divs=[Open Mixed Doubles Routines]
1036298726,2003,freestyle,Colorado Shred Symposium 4,True,True,0,3,55,2,35,46,MODERATE_LOSS,unmatched_mirror_divs=[BIG 3 Round 1; BIG 3 Round 2 (best combo from both rounds); Tricks]
1036653244,2003,freestyle,2003 Shred Zero Summer Open,True,True,0,3,9,2,9,9,OK,unmatched_mirror_divs=[Most Rippen Run]
1038895913,2003,freestyle,Seapa NZ Freestyle Footbag Championships,True,True,0,0,32,6,29,27,OK,
1039550946,2003,net,2003 Montreal International Footbag Championships,True,True,0,0,15,6,15,15,OK,
1041241196,2003,freestyle,MECCA Footbag Cup,True,True,0,0,9,3,9,9,OK,
1042821772,2003,mixed,European Footbag Championships 2003,True,True,4,4,68,10,117,117,OK,unmatched_mirror_divs=[Women's Singles Routines; Open Shred:30]
1043370312,2003,mixed,4th Annual UCSF Footbag Jam,True,False,0,0,0,0,0,0,MIRROR_NO_RESULTS,
1044624680,2003,freestyle,2003 Southeastern Regional Championships,True,True,0,0,25,4,22,22,OK,
1044952105,2003,net,"L'Hivernal, The Windchill",True,True,0,0,10,1,10,7,OK,
1045628278,2003,freestyle,Montreal Footbag Challenge 2003,True,True,0,0,12,4,12,11,OK,
1046985067,2003,freestyle,2003 Steel City Footbag Open,True,True,0,3,9,3,8,8,OK,
1049457912,2003,freestyle,2003 East Coast Championships - The BIG 2-0,True,True,1,1,0,9,80,81,OK,unmatched_mirror_divs=[ECFC 2003 Results]
1050067583,2003,freestyle,Turku Open,True,True,0,6,16,6,16,11,OK,
1050140930,2003,mixed,German Footbag Open 2003,True,True,0,0,32,6,32,29,OK,
1050745947,2003,mixed,RNH Contest 2003,True,True,0,0,26,6,24,24,OK,
1052775366,2003,mixed,Danish Footbag Open 03,True,True,0,6,30,7,29,29,OK,unmatched_mirror_divs=[Best ranged Danish players]
1054616435,2003,freestyle,1st Annual Eugene Freestyle Festival,True,False,0,0,0,0,0,0,MIRROR_NO_RESULTS,
1057773472,2003,net,23rd Annual Moonin' & Noonin' Beaver Open,True,True,0,2,5,1,2,3,LARGE_LOSS,"unmatched_mirror_divs=[Also, much honor to the 2003 Beaver Hall of Famer; I believe the only undefeated team was]"
1058378281,2003,mixed,Texas State Footbag Championships,True,True,0,0,55,15,55,49,OK,
1058877971,2003,freestyle,"""Kick Til You're Sick"" Fall Freestyle Fest",True,True,0,4,12,3,12,12,OK,
1059060870,2003,social,Footbag Hall of Fame East/West Celebration,True,False,0,0,0,0,0,0,MIRROR_NO_RESULTS,
1061212821,2003,freestyle,19th Annual Midwest Regional Championships and Exhibition,True,True,0,0,25,9,25,25,OK,
1061453080,2003,freestyle,Australian East Coast Regionals,True,True,0,0,25,6,20,22,OK,
1061921260,2003,golf,Pre Season Footbag Golf Open,True,False,0,0,0,0,0,0,MIRROR_NO_RESULTS,
1063109533,2003,freestyle,2003 Philly Area Oktoberfest Freestyle Jam,True,True,0,0,1,0,0,0,STAGE2_EMPTY,
1063788560,2003,mixed,Finnish Footbag Championships 2003,True,True,0,6,40,7,40,40,OK,
1064245646,2003,social,Swissjam,True,False,0,0,0,0,0,0,MIRROR_NO_RESULTS,
1064330873,2003,net,4. Frankfurt Footbag Open,True,True,0,0,34,3,34,34,OK,
1064849293,2003,mixed,1st French Footbag Championships,True,True,2,2,16,8,61,61,OK,
1069415266,2003,golf,"Party Golf @ ""Salon de l'Education""",True,False,0,0,0,0,0,0,MIRROR_NO_RESULTS,
1070400528,2003,freestyle,West Coast Xmas Shred,True,True,0,1,1,0,0,0,STAGE2_EMPTY,unmatched_mirror_divs=[Coming from areas south of San Francisco]
1065478531,2004,net,The Windchill -- L'Hivernal de Footbag 2004,True,True,0,0,12,1,12,12,OK,
1068406344,2004,freestyle,2nd Annual MECCA Footbag Cup,True,True,0,0,13,3,13,13,OK,
1069791565,2004,mixed,5th Annual Open de France,True,True,0,0,27,6,25,24,OK,
1069929277,2004,worlds,25th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,True,True,2,2,81,15,244,243,OK,
1070734498,2004,freestyle,TODEXON 5,True,True,0,5,23,3,22,20,DIVS_MISSING,unmatched_mirror_divs=[Girls; Big 1]
1070954568,2004,freestyle,5th Annual Colorado Shred Symposium,True,True,0,2,56,4,40,52,MODERATE_LOSS,unmatched_mirror_divs=[Intermediate Final Results]
1071060801,2004,net,Aachen Indoor Open 2004,True,True,0,0,8,2,8,8,OK,
1074511718,2004,mixed,Swiat Zoski,True,True,0,0,12,6,12,12,OK,
1075781798,2004,mixed,Funtastik Summer Classic Footbag Tournament,True,True,0,0,46,13,44,43,OK,
1076876907,2004,freestyle,Russian Open Footbag Series/ Stage 1,True,True,0,0,10,2,10,9,OK,
1076952530,2004,freestyle,SOUF 2004 Southeastern Regional Footbag Championships,True,True,0,0,9,2,9,7,OK,
1077766197,2004,mixed,2004 New Paltz Footbag Jam,True,True,0,0,1,2,3,3,OK,
1079024287,2004,freestyle,Shercle Session #1,True,True,0,0,8,3,6,6,MODERATE_LOSS,
1079444598,2004,mixed,German Footbag Open 2004,True,True,0,2,39,10,30,28,MODERATE_LOSS,unmatched_mirror_divs=[Here are the Net results]
1079605499,2004,mixed,6th Annual IFPA European Footbag Championships,True,True,1,1,4,11,69,68,OK,
1079664495,2004,social,May Day '04,True,False,0,0,0,0,0,0,MIRROR_NO_RESULTS,
1080138513,2004,mixed,RNH Contest 2004,True,True,0,0,49,6,45,43,OK,
1080757998,2004,freestyle,Space City Freestyle Jam 2004,True,True,0,0,16,6,14,17,OK,
1080896073,2004,net,Turku Open 2004,True,True,0,1,11,1,11,11,OK,
1081766954,2004,mixed,Russian Open Footbag Series/ Stage 2,True,True,0,0,14,2,11,8,MODERATE_LOSS,
1083699966,2004,net,JFK Net Battle,True,True,0,0,10,1,10,10,OK,
1089373321,2004,mixed,6e Open de France de Footbag,True,True,3,3,41,12,98,96,OK,unmatched_mirror_divs=[Women's Singles Routines]
1090437706,2004,mixed,Zocha Jam 2004,True,True,0,8,54,9,54,54,OK,
1090569022,2004,net,Montpellier Sunny Jam Open,True,True,0,0,24,2,24,24,OK,
1091802943,2004,freestyle,2004 Texas State Footbag Championships,True,False,0,0,0,0,0,0,MIRROR_NO_RESULTS,
1092044099,2004,mixed,Russian Open Footbag Series/ Stage 4,True,True,0,0,8,2,8,6,OK,
1092073845,2004,mixed,Czech Championships 2004,True,True,0,8,53,7,45,41,OK,unmatched_mirror_divs=[Big 1]
1093115479,2004,social,2nd Annual SoCal Labor Day Jam,True,False,0,0,0,0,0,0,MIRROR_NO_RESULTS,
1093955766,2004,mixed,"Russian Open Footbag Series/ Stage 5, Brooks Cup",True,True,0,0,7,2,6,6,OK,
1094071528,2004,net,1. Footbag- Net- Jam Berlin 04,True,True,0,0,10,1,10,8,OK,
1094123527,2004,mixed,8th Annual Footbag Finnish Open 2004,True,True,0,1,48,4,48,48,OK,unmatched_mirror_divs=[RESULTS]
1094201584,2004,mixed,Frankfurt Footbag Open 2004,True,True,0,1,19,3,13,12,MODERATE_LOSS,unmatched_mirror_divs=[And the winner are]
1095965765,2004,freestyle,2nd Annual Piliscsaba Footbag Open,True,True,0,1,9,3,9,9,OK,
1096318324,2004,freestyle,3rd Annual Seattle Juggling and Footbag Festival,True,True,2,2,8,3,28,30,OK,
1096695238,2004,freestyle,2nd Annual UMaine Hacky Sack Club Tournament,True,True,0,0,41,3,33,33,OK,
1097785506,2004,net,Finnish Singles Net Footbag Championships 2004,True,True,0,0,16,1,16,14,OK,
1097686137,2005,mixed,Swiss Championships 2005,True,True,0,0,23,5,23,23,OK,
1100728799,2005,net,FC Footstar's 7th Anniversary,True,False,0,0,0,1,4,4,MIRROR_NO_RESULTS,
1102227996,2005,net,The Green Cup Presented by Chaos,True,True,0,0,20,2,20,18,OK,
1102443443,2005,freestyle,Footbag Fiesta,True,True,0,0,41,6,32,34,MODERATE_LOSS,
1102576153,2005,worlds,26th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,True,True,5,5,124,15,238,225,OK,
1102788509,2005,freestyle,3rd Annual Sunshred Footbag Open (LIVE),True,True,0,4,14,4,12,11,OK,
1103297805,2005,mixed,2e Championnat de France de Footbag,True,True,0,13,57,10,51,18,DIVS_MISSING,unmatched_mirror_divs=[Big 1 ; Team ; Femmes ]
1103724325,2005,mixed,RNH Contest 2005,True,True,0,0,54,7,54,54,OK,
1104851808,2005,freestyle,7th Annual IFPA European Footbag Championships,True,True,5,5,30,5,30,30,OK,
1105087209,2005,mixed,IFPA Swiss Footbag Open 2005: FootJam05,True,True,3,3,70,3,70,70,OK,
1105353373,2005,mixed,5 years Frankfurt Footbag e.V.,True,True,0,0,9,3,10,9,OK,
1106561176,2005,freestyle,Aachen Indoor Open 05,True,True,0,0,5,2,6,0,OK,
1107289556,2005,net,The Windchill Footbag net tournament,True,True,0,0,7,1,7,7,OK,
1107290435,2005,net,The 2005 Montreal International Footbag Championships,True,True,0,3,30,3,30,32,OK,
1109356644,2005,mixed,Funtastik Summer Classic,True,True,0,0,49,12,47,47,OK,
1109682847,2005,freestyle,Shercle Session #2,True,True,0,0,8,3,8,5,OK,
1109802420,2005,net,6th Annual IFPA Turku Open,True,True,0,1,10,1,10,8,OK,unmatched_mirror_divs=[Here are the results from the awesome event]
1110562712,2005,mixed,2005 Austrian Footbag & Disc Open,True,False,0,0,0,7,7,7,MIRROR_NO_RESULTS,
1111735438,2005,freestyle,Greater Rochester Area Shred Symposium and RIT Juggle-IN,True,True,0,0,18,2,12,10,MODERATE_LOSS,
1113344236,2005,net,2005 IFPA U.S. OPEN FOOTBAG NET CHAMPIONSHIPS,True,True,0,2,6,2,6,6,OK,
1113844078,2005,golf,Footbag Camp Croatia 2005,True,False,0,0,0,0,0,0,MIRROR_NO_RESULTS,
1114277529,2005,freestyle,Czech Footbag Championships,True,True,0,3,33,4,32,32,OK,
1117746703,2005,mixed,6th Frankfurt Footbag Open,True,True,0,0,24,5,23,20,OK,
1124035486,2005,net,IFPA Sun City Spike,True,True,0,2,15,2,15,15,OK,
1124840254,2005,freestyle,The Hackrifice Open 2005,True,True,0,8,21,8,20,20,OK,
1125004188,2005,net,Tennessee Net Championships,True,True,0,0,15,4,14,14,OK,
1125936037,2005,mixed,7e Open de France de Footbag,True,True,5,5,56,13,111,113,OK,unmatched_mirror_divs=[Women's Singles Routines; Open Sick 3-Trick; Open Sick Trick]
