event_id,division_raw,placement_raw,placement_num,player_raw,team_raw,score_raw,notes,source_file
c2e36a3bea,Open Sgls Freestyle,2,2,Dennis Ross,,,,FBW_V07_N02_p038.jpg
c2e36a3bea,Open Sgls Freestyle,3,3,Brent Welch,,,,FBW_V07_N02_p038.jpg
c2e36a3bea,Open Team Freestyle,1,1,,Jim Fitzgerald/Jack Schoolcraft,,,FBW_V07_N02_p038.jpg
c2e36a3bea,Open Team Freestyle,2,2,,Brent Welch/Bill Langbehn,,,FBW_V07_N02_p038.jpg
c2e36a3bea,Open Team Freestyle,3,3,,Scott Cleere/Andy Linder,,,FBW_V07_N02_p038.jpg
c2e36a3bea,Open Sgls Consecutive,1,1,Andy Linder,,,,FBW_V07_N02_p038.jpg
c2e36a3bea,Open Sgls Consecutive,2,2,Rick Reese,,,,FBW_V07_N02_p038.jpg
c2e36a3bea,Open Sgls Consecutive,3,3,Ted Martens,,,,FBW_V07_N02_p038.jpg
c2e36a3bea,Open Dbls Consecutive,1,1,,Jack Schoolcraft/Pat Castle,,,FBW_V07_N02_p038.jpg
c2e36a3bea,Open Dbls Consecutive,2,2,,Jon Lind/Dennis Ross,,,FBW_V07_N02_p038.jpg
c2e36a3bea,Open Dbls Consecutive,3,3,,Chris Ott/Dave Robinson,,,FBW_V07_N02_p038.jpg
a553554351,Men's Overall,1,1,Steve Fennell,,,,FBW_V07_N03_p039.jpg
a553554351,Women's Overall,1,1,Tricia George,,,,FBW_V07_N03_p039.jpg
a553554351,Open Sgls Net,1,1,Steve Fennell,,,,FBW_V07_N03_p039.jpg
a553554351,Open Sgls Net,2,2,Mag Hughes,,,,FBW_V07_N03_p039.jpg
a553554351,Open Sgls Net,3,3,Dave Robinson,,,,FBW_V07_N03_p039.jpg
a553554351,Open Dbls Net,1,1,,Dave Robinson/Steve Fennell,,,FBW_V07_N03_p039.jpg
a553554351,Open Dbls Net,2,2,,Kenny Shults/Mike Harding,,,FBW_V07_N03_p039.jpg
a553554351,Open Dbls Net,3,3,,Mag Hughes/Jim Fitzgerald,,,FBW_V07_N03_p039.jpg
a553554351,Women's Sgls Net,1,1,Tricia George,,,,FBW_V07_N03_p039.jpg
a553554351,Women's Sgls Net,2,2,Jodi Sebastian,,,,FBW_V07_N03_p039.jpg
a553554351,Women's Sgls Net,3,3,Nancy Reynolds,,,,FBW_V07_N03_p039.jpg
a553554351,Women's Dbls Net,1,1,,Nancy Reynolds/Tricia George,,,FBW_V07_N03_p039.jpg
a553554351,Women's Dbls Net,2,2,,Constance Constable/Jodi Sebastian,,,FBW_V07_N03_p039.jpg
a553554351,Women's Dbls Net,3,3,,Suzanne Beauchemin/Linda Burt,,,FBW_V07_N03_p039.jpg
a553554351,Mixed Dbls Net,1,1,,Tricia George/Dave Robinson,,,FBW_V07_N03_p039.jpg
a553554351,Mixed Dbls Net,2,2,,Nancy Reynolds/Mag Hughes,,,FBW_V07_N03_p039.jpg
a553554351,Mixed Dbls Net,3,3,,Linda Burt/Kenny Shults,,,FBW_V07_N03_p039.jpg
a553554351,Open Sgls Freestyle,1,1,Jim Fitzgerald,,,,FBW_V07_N03_p039.jpg
a553554351,Open Sgls Freestyle,2,2,Dennis Ross,,,,FBW_V07_N03_p039.jpg
a553554351,Open Sgls Freestyle,3,3,Brent Welch,,,,FBW_V07_N03_p039.jpg
a553554351,Open Team Freestyle,1,1,,Jim Fitzgerald/Jack Schoolcraft,,,FBW_V07_N03_p039.jpg
a553554351,Open Team Freestyle,2,2,,Brent Welch/Bill Langbehn,,,FBW_V07_N03_p039.jpg
a553554351,Open Team Freestyle,3,3,,Scott Cleere/Andy Linder,,,FBW_V07_N03_p039.jpg
a553554351,Open Sgls Consecutive,1,1,Andy Linder,,,,FBW_V07_N03_p039.jpg
a553554351,Open Sgls Consecutive,2,2,Rick Reese,,,,FBW_V07_N03_p039.jpg
a553554351,Open Sgls Consecutive,3,3,Ted Martens,,,,FBW_V07_N03_p039.jpg
a553554351,Open Dbls Consecutive,1,1,,Jack Schoolcraft/Pat Castle,,,FBW_V07_N03_p039.jpg
a553554351,Open Dbls Consecutive,2,2,,Jon Lind/Dennis Ross,,,FBW_V07_N03_p039.jpg
a553554351,Open Dbls Consecutive,3,3,,Chris Ott/Dave Robinson,,,FBW_V07_N03_p039.jpg
a3483ebff3,Men's Overall,1,1,Steve Fennell,,,,FBW_V07_N03_p040.jpg
a3483ebff3,Women's Overall,1,1,Tricia George,,,,FBW_V07_N03_p040.jpg
a3483ebff3,Open Sgls Net,1,1,Steve Fennell,,,,FBW_V07_N03_p040.jpg
a3483ebff3,Open Sgls Net,2,2,Mag Hughes,,,,FBW_V07_N03_p040.jpg
a3483ebff3,Open Sgls Net,3,3,Dave Robinson,,,,FBW_V07_N03_p040.jpg
a3483ebff3,Open Dbls Net,1,1,,Dave Robinson/Steve Fennell,,,FBW_V07_N03_p040.jpg
a3483ebff3,Open Dbls Net,2,2,,Kenny Shults/Mike Harding,,,FBW_V07_N03_p040.jpg
a3483ebff3,Open Dbls Net,3,3,,Mag Hughes/Jim Fitzgerald,,,FBW_V07_N03_p040.jpg
a3483ebff3,Women's Sgls Net,1,1,Tricia George,,,,FBW_V07_N03_p040.jpg
a3483ebff3,Women's Sgls Net,2,2,Jodi Sebastian,,,,FBW_V07_N03_p040.jpg
a3483ebff3,Women's Sgls Net,3,3,Nancy Reynolds,,,,FBW_V07_N03_p040.jpg
a3483ebff3,Women's Dbls Net,1,1,,Nancy Reynolds/Tricia George,,,FBW_V07_N03_p040.jpg
a3483ebff3,Women's Dbls Net,2,2,,Constance Constable/Jodi Sebastian,,,FBW_V07_N03_p040.jpg
a3483ebff3,Women's Dbls Net,3,3,,Suzanne Beauchemin/Linda Burt,,,FBW_V07_N03_p040.jpg
a3483ebff3,Mixed Dbls Net,1,1,,Tricia George/Dave Robinson,,,FBW_V07_N03_p040.jpg
a3483ebff3,Mixed Dbls Net,2,2,,Nancy Reynolds/Mag Hughes,,,FBW_V07_N03_p040.jpg
a3483ebff3,Mixed Dbls Net,3,3,,Linda Burt/Kenny Shults,,,FBW_V07_N03_p040.jpg
a3483ebff3,Open Sgls Freestyle,1,1,Jim Fitzgerald,,,,FBW_V07_N03_p040.jpg
a3483ebff3,Open Sgls Freestyle,2,2,Dennis Ross,,,,FBW_V07_N03_p040.jpg
a3483ebff3,Open Sgls Freestyle,3,3,Brent Welch,,,,FBW_V07_N03_p040.jpg
a3483ebff3,Open Team Freestyle,1,1,,Jim Fitzgerald/Jack Schoolcraft,,,FBW_V07_N03_p040.jpg
a3483ebff3,Open Team Freestyle,2,2,,Brent Welch/Bill Langbehn,,,FBW_V07_N03_p040.jpg
a3483ebff3,Open Team Freestyle,3,3,,Scott Cleere/Andy Linder,,,FBW_V07_N03_p040.jpg
a3483ebff3,Open Sgls Consecutive,1,1,Andy Linder,,,,FBW_V07_N03_p040.jpg
a3483ebff3,Open Sgls Consecutive,2,2,Rick Reese,,,,FBW_V07_N03_p040.jpg
a3483ebff3,Open Sgls Consecutive,3,3,Ted Martens,,,,FBW_V07_N03_p040.jpg
a3483ebff3,Open Dbls Consecutive,1,1,,Jack Schoolcraft/Pat Castle,,,FBW_V07_N03_p040.jpg
a3483ebff3,Open Dbls Consecutive,2,2,,Jon Lind/Dennis Ross,,,FBW_V07_N03_p040.jpg
a3483ebff3,Open Dbls Consecutive,3,3,,Chris Ott/Dave Robinson,,,FBW_V07_N03_p040.jpg
5533f2fa88,Men's Overall,1,1,Steve Fennell,,,,FBW_V07_N03_p041.jpg
5533f2fa88,Women's Overall,1,1,Tricia George,,,,FBW_V07_N03_p041.jpg
5533f2fa88,Open Sgls Net,1,1,Steve Fennell,,,,FBW_V07_N03_p041.jpg
5533f2fa88,Open Sgls Net,2,2,Mag Hughes,,,,FBW_V07_N03_p041.jpg
5533f2fa88,Open Sgls Net,3,3,Dave Robinson,,,,FBW_V07_N03_p041.jpg
5533f2fa88,Open Dbls Net,1,1,,Dave Robinson/Steve Fennell,,,FBW_V07_N03_p041.jpg
5533f2fa88,Open Dbls Net,2,2,,Kenny Shults/Mike Harding,,,FBW_V07_N03_p041.jpg
5533f2fa88,Open Dbls Net,3,3,,Mag Hughes/Jim Fitzgerald,,,FBW_V07_N03_p041.jpg
5533f2fa88,Women's Sgls Net,1,1,Tricia George,,,,FBW_V07_N03_p041.jpg
5533f2fa88,Women's Sgls Net,2,2,Jodi Sebastian,,,,FBW_V07_N03_p041.jpg
5533f2fa88,Women's Sgls Net,3,3,Nancy Reynolds,,,,FBW_V07_N03_p041.jpg
5533f2fa88,Women's Dbls Net,1,1,,Nancy Reynolds/Tricia George,,,FBW_V07_N03_p041.jpg
5533f2fa88,Women's Dbls Net,2,2,,Constance Constable/Jodi Sebastian,,,FBW_V07_N03_p041.jpg
5533f2fa88,Women's Dbls Net,3,3,,Suzanne Beauchemin/Linda Burt,,,FBW_V07_N03_p041.jpg
5533f2fa88,Mixed Dbls Net,1,1,,Tricia George/Dave Robinson,,,FBW_V07_N03_p041.jpg
5533f2fa88,Mixed Dbls Net,2,2,,Nancy Reynolds/Mag Hughes,,,FBW_V07_N03_p041.jpg
5533f2fa88,Mixed Dbls Net,3,3,,Linda Burt/Kenny Shults,,,FBW_V07_N03_p041.jpg
5533f2fa88,Open Sgls Freestyle,1,1,Jim Fitzgerald,,,,FBW_V07_N03_p041.jpg
5533f2fa88,Open Sgls Freestyle,2,2,Dennis Ross,,,,FBW_V07_N03_p041.jpg
5533f2fa88,Open Sgls Freestyle,3,3,Brent Welch,,,,FBW_V07_N03_p041.jpg
5533f2fa88,Open Team Freestyle,1,1,,Jim Fitzgerald/Jack Schoolcraft,,,FBW_V07_N03_p041.jpg
5533f2fa88,Open Team Freestyle,2,2,,Brent Welch/Bill Langbehn,,,FBW_V07_N03_p041.jpg
5533f2fa88,Open Team Freestyle,3,3,,Scott Cleere/Andy Linder,,,FBW_V07_N03_p041.jpg
5533f2fa88,Open Sgls Consecutive,1,1,Andy Linder,,,,FBW_V07_N03_p041.jpg
5533f2fa88,Open Sgls Consecutive,2,2,Rick Reese,,,,FBW_V07_N03_p041.jpg
5533f2fa88,Open Sgls Consecutive,3,3,Ted Martens,,,,FBW_V07_N03_p041.jpg
5533f2fa88,Open Dbls Consecutive,1,1,,Jack Schoolcraft/Pat Castle,,,FBW_V07_N03_p041.jpg
5533f2fa88,Open Dbls Consecutive,2,2,,Jon Lind/Dennis Ross,,,FBW_V07_N03_p041.jpg
5533f2fa88,Open Dbls Consecutive,3,3,,Chris Ott/Dave Robinson,,,FBW_V07_N03_p041.jpg
bccea3178b,Men's Overall,1,1,Steve Fennell,,,,FBW_V08_N01_p042.jpg
bccea3178b,Women's Overall,1,1,Tricia George,,,,FBW_V08_N01_p042.jpg
bccea3178b,Open Sgls Net,1,1,Steve Fennell,,,,FBW_V08_N01_p042.jpg
bccea3178b,Open Sgls Net,2,2,Mag Hughes,,,,FBW_V08_N01_p042.jpg
bccea3178b,Open Sgls Net,3,3,Dave Robinson,,,,FBW_V08_N01_p042.jpg
bccea3178b,Open Dbls Net,1,1,,Dave Robinson/Steve Fennell,,,FBW_V08_N01_p042.jpg
bccea3178b,Open Dbls Net,2,2,,Kenny Shults/Mike Harding,,,FBW_V08_N01_p042.jpg
bccea3178b,Open Dbls Net,3,3,,Mag Hughes/Jim Fitzgerald,,,FBW_V08_N01_p042.jpg
bccea3178b,Women's Sgls Net,1,1,Tricia George,,,,FBW_V08_N01_p042.jpg
bccea3178b,Women's Sgls Net,2,2,Jodi Sebastian,,,,FBW_V08_N01_p042.jpg
bccea3178b,Women's Sgls Net,3,3,Nancy Reynolds,,,,FBW_V08_N01_p042.jpg
bccea3178b,Women's Dbls Net,1,1,,Nancy Reynolds/Tricia George,,,FBW_V08_N01_p042.jpg
bccea3178b,Women's Dbls Net,2,2,,Constance Constable/Jodi Sebastian,,,FBW_V08_N01_p042.jpg
bccea3178b,Women's Dbls Net,3,3,,Suzanne Beauchemin/Linda Burt,,,FBW_V08_N01_p042.jpg
bccea3178b,Mixed Dbls Net,1,1,,Tricia George/Dave Robinson,,,FBW_V08_N01_p042.jpg
bccea3178b,Mixed Dbls Net,2,2,,Nancy Reynolds/Mag Hughes,,,FBW_V08_N01_p042.jpg
bccea3178b,Mixed Dbls Net,3,3,,Linda Burt/Kenny Shults,,,FBW_V08_N01_p042.jpg
bccea3178b,Open Sgls Freestyle,1,1,Jim Fitzgerald,,,,FBW_V08_N01_p042.jpg
bccea3178b,Open Sgls Freestyle,2,2,Dennis Ross,,,,FBW_V08_N01_p042.jpg
bccea3178b,Open Sgls Freestyle,3,3,Brent Welch,,,,FBW_V08_N01_p042.jpg
bccea3178b,Open Team Freestyle,1,1,,Jim Fitzgerald/Jack Schoolcraft,,,FBW_V08_N01_p042.jpg
bccea3178b,Open Team Freestyle,2,2,,Brent Welch/Bill Langbehn,,,FBW_V08_N01_p042.jpg
bccea3178b,Open Team Freestyle,3,3,,Scott Cleere/Andy Linder,,,FBW_V08_N01_p042.jpg
bccea3178b,Open Sgls Consecutive,1,1,Andy Linder,,,,FBW_V08_N01_p042.jpg
bccea3178b,Open Sgls Consecutive,2,2,Rick Reese,,,,FBW_V08_N01_p042.jpg
bccea3178b,Open Sgls Consecutive,3,3,Ted Martens,,,,FBW_V08_N01_p042.jpg
bccea3178b,Open Dbls Consecutive,1,1,,Jack Schoolcraft/Pat Castle,,,FBW_V08_N01_p042.jpg
bccea3178b,Open Dbls Consecutive,2,2,,Jon Lind/Dennis Ross,,,FBW_V08_N01_p042.jpg
bccea3178b,Open Dbls Consecutive,3,3,,Chris Ott/Dave Robinson,,,FBW_V08_N01_p042.jpg
b49a1d0d4e,Men's Overall,1,1,Steve Fennell,,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Women's Overall,1,1,Tricia George,,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Open Sgls Net,1,1,Steve Fennell,,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Open Sgls Net,2,2,Mag Hughes,,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Open Sgls Net,3,3,Dave Robinson,,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Open Dbls Net,1,1,,Dave Robinson/Steve Fennell,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Open Dbls Net,2,2,,Kenny Shults/Mike Harding,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Open Dbls Net,3,3,,Mag Hughes/Jim Fitzgerald,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Women's Sgls Net,1,1,Tricia George,,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Women's Sgls Net,2,2,Jodi Sebastian,,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Women's Sgls Net,3,3,Nancy Reynolds,,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Women's Dbls Net,1,1,,Nancy Reynolds/Tricia George,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Women's Dbls Net,2,2,,Constance Constable/Jodi Sebastian,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Women's Dbls Net,3,3,,Suzanne Beauchemin/Linda Burt,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Mixed Dbls Net,1,1,,Tricia George/Dave Robinson,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Mixed Dbls Net,2,2,,Nancy Reynolds/Mag Hughes,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Mixed Dbls Net,3,3,,Linda Burt/Kenny Shults,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Open Sgls Freestyle,1,1,Jim Fitzgerald,,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Open Sgls Freestyle,2,2,Dennis Ross,,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Open Sgls Freestyle,3,3,Brent Welch,,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Open Team Freestyle,1,1,,Jim Fitzgerald/Jack Schoolcraft,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Open Team Freestyle,2,2,,Brent Welch/Bill Langbehn,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Open Team Freestyle,3,3,,Scott Cleere/Andy Linder,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Open Sgls Consecutive,1,1,Andy Linder,,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Open Sgls Consecutive,2,2,Rick Reese,,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Open Sgls Consecutive,3,3,Ted Martens,,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Open Dbls Consecutive,1,1,,Jack Schoolcraft/Pat Castle,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Open Dbls Consecutive,2,2,,Jon Lind/Dennis Ross,,,FBW_V08_N02_p043.jpg
b49a1d0d4e,Open Dbls Consecutive,3,3,,Chris Ott/Dave Robinson,,,FBW_V08_N02_p043.jpg
fda158d985,Men's Overall,1,1,Steve Fennell,,,,FBW_V08_N02_p044.jpg
fda158d985,Women's Overall,1,1,Tricia George,,,,FBW_V08_N02_p044.jpg
fda158d985,Open Sgls Net,1,1,Steve Fennell,,,,FBW_V08_N02_p044.jpg
fda158d985,Open Sgls Net,2,2,Mag Hughes,,,,FBW_V08_N02_p044.jpg
fda158d985,Open Sgls Net,3,3,Dave Robinson,,,,FBW_V08_N02_p044.jpg
fda158d985,Open Dbls Net,1,1,,Dave Robinson/Steve Fennell,,,FBW_V08_N02_p044.jpg
fda158d985,Open Dbls Net,2,2,,Kenny Shults/Mike Harding,,,FBW_V08_N02_p044.jpg
fda158d985,Open Dbls Net,3,3,,Mag Hughes/Jim Fitzgerald,,,FBW_V08_N02_p044.jpg
fda158d985,Women's Sgls Net,1,1,Tricia George,,,,FBW_V08_N02_p044.jpg
fda158d985,Women's Sgls Net,2,2,Jodi Sebastian,,,,FBW_V08_N02_p044.jpg
fda158d985,Women's Sgls Net,3,3,Nancy Reynolds,,,,FBW_V08_N02_p044.jpg
fda158d985,Women's Dbls Net,1,1,,Nancy Reynolds/Tricia George,,,FBW_V08_N02_p044.jpg
fda158d985,Women's Dbls Net,2,2,,Constance Constable/Jodi Sebastian,,,FBW_V08_N02_p044.jpg
fda158d985,Women's Dbls Net,3,3,,Suzanne Beauchemin/Linda Burt,,,FBW_V08_N02_p044.jpg
fda158d985,Mixed Dbls Net,1,1,,Tricia George/Dave Robinson,,,FBW_V08_N02_p044.jpg
fda158d985,Mixed Dbls Net,2,2,,Nancy Reynolds/Mag Hughes,,,FBW_V08_N02_p044.jpg
fda158d985,Mixed Dbls Net,3,3,,Linda Burt/Kenny Shults,,,FBW_V08_N02_p044.jpg
fda158d985,Open Sgls Freestyle,1,1,Jim Fitzgerald,,,,FBW_V08_N02_p044.jpg
fda158d985,Open Sgls Freestyle,2,2,Dennis Ross,,,,FBW_V08_N02_p044.jpg
fda158d985,Open Sgls Freestyle,3,3,Brent Welch,,,,FBW_V08_N02_p044.jpg
fda158d985,Open Team Freestyle,1,1,,Jim Fitzgerald/Jack Schoolcraft,,,FBW_V08_N02_p044.jpg
fda158d985,Open Team Freestyle,2,2,,Brent Welch/Bill Langbehn,,,FBW_V08_N02_p044.jpg
fda158d985,Open Team Freestyle,3,3,,Scott Cleere/Andy Linder,,,FBW_V08_N02_p044.jpg
fda158d985,Open Sgls Consecutive,1,1,Andy Linder,,,,FBW_V08_N02_p044.jpg
fda158d985,Open Sgls Consecutive,2,2,Rick Reese,,,,FBW_V08_N02_p044.jpg
fda158d985,Open Sgls Consecutive,3,3,Ted Martens,,,,FBW_V08_N02_p044.jpg
fda158d985,Open Dbls Consecutive,1,1,,Jack Schoolcraft/Pat Castle,,,FBW_V08_N02_p044.jpg
fda158d985,Open Dbls Consecutive,2,2,,Jon Lind/Dennis Ross,,,FBW_V08_N02_p044.jpg
fda158d985,Open Dbls Consecutive,3,3,,Chris Ott/Dave Robinson,,,FBW_V08_N02_p044.jpg
22fc67ecfb,Men's Overall,1,1,Steve Fennell,,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Women's Overall,1,1,Tricia George,,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Open Sgls Net,1,1,Steve Fennell,,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Open Sgls Net,2,2,Mag Hughes,,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Open Sgls Net,3,3,Dave Robinson,,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Open Dbls Net,1,1,,Dave Robinson/Steve Fennell,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Open Dbls Net,2,2,,Kenny Shults/Mike Harding,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Open Dbls Net,3,3,,Mag Hughes/Jim Fitzgerald,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Women's Sgls Net,1,1,Tricia George,,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Women's Sgls Net,2,2,Jodi Sebastian,,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Women's Sgls Net,3,3,Nancy Reynolds,,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Women's Dbls Net,1,1,,Nancy Reynolds/Tricia George,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Women's Dbls Net,2,2,,Constance Constable/Jodi Sebastian,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Women's Dbls Net,3,3,,Suzanne Beauchemin/Linda Burt,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Mixed Dbls Net,1,1,,Tricia George/Dave Robinson,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Mixed Dbls Net,2,2,,Nancy Reynolds/Mag Hughes,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Mixed Dbls Net,3,3,,Linda Burt/Kenny Shults,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Open Sgls Freestyle,1,1,Jim Fitzgerald,,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Open Sgls Freestyle,2,2,Dennis Ross,,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Open Sgls Freestyle,3,3,Brent Welch,,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Open Team Freestyle,1,1,,Jim Fitzgerald/Jack Schoolcraft,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Open Team Freestyle,2,2,,Brent Welch/Bill Langbehn,,,FBW_V08_N02_p045.jpg
22fc67ecfb,Open Team Freestyle,3,3,,Scott Cleere/Andy Linder,,,FBW_V08_N02_p045.jpg
