event_id,year,event_name,city,country,line_no,line_raw,trick_raw,trick_canon,name_raw,person_id,person_canon,match_type,context_snippet,extract_method
1011556608,2002,,,,15,blurriest > blurry whirl > paradox symposium whirl,whirl,whirl,,,,none,blurriest > blurry [whirl] > paradox symposium whirl,inline_trick_match
1011556608,2002,,,,15,blurriest > blurry whirl > paradox symposium whirl,whirl,whirl,,,,none,rry whirl > paradox symposium [whirl],inline_trick_match
1011556608,2002,,,,17,Haze > pixie butterfly > stepping mirage,butterfly,butterfly,Haze,,,unresolved,Haze > pixie [butterfly] > stepping mirage,inline_trick_match
1011556608,2002,,,,17,Haze > pixie butterfly > stepping mirage,stepping,stepping,Haze,,,unresolved,Haze > pixie butterfly > [stepping] mirage,inline_trick_match
1011556608,2002,,,,17,Haze > pixie butterfly > stepping mirage,pixie,pixie,Haze,,,unresolved,Haze > [pixie] butterfly > stepping mirage,inline_trick_match
1011556608,2002,,,,19,tap > eggbeater > tap down,eggbeater,eggbeater,,,,none,tap > [eggbeater] > tap down,inline_trick_match
1012638214,2002,,,,53,1. Sunil Jani (Jani-Walker > Blurriest > Flurry),Blurriest,blurriest,Sunil Jani,8f15594c-f3f9-53d9-bfe5-409e746b7c29,Sunil Jani,exact,1. Sunil Jani (Jani-Walker > [Blurriest] > Flurry),inline_trick_match
1012638214,2002,,,,53,1. Sunil Jani (Jani-Walker > Blurriest > Flurry),Flurry,flurry,Sunil Jani,8f15594c-f3f9-53d9-bfe5-409e746b7c29,Sunil Jani,exact,ni (Jani-Walker > Blurriest > [Flurry]),inline_trick_match
1012638214,2002,,,,54,2. Ryan Mulroney (Blurry Whirl > Paradox Symposium Whirl > Whirlwind),Symposium Whirl,symposium whirl,Ryan Mulroney,4cf390be-81e9-586c-95c7-aa90dd752ba8,Ryan Mulroney,exact,roney (Blurry Whirl > Paradox [Symposium Whirl] > Whirlwind),inline_trick_match
1012638214,2002,,,,54,2. Ryan Mulroney (Blurry Whirl > Paradox Symposium Whirl > Whirlwind),Blurry Whirl,blurry whirl,Ryan Mulroney,4cf390be-81e9-586c-95c7-aa90dd752ba8,Ryan Mulroney,exact,2. Ryan Mulroney ([Blurry Whirl] > Paradox Symposium Whirl > W,inline_trick_match
1012638214,2002,,,,54,2. Ryan Mulroney (Blurry Whirl > Paradox Symposium Whirl > Whirlwind),Symposium,symposium,Ryan Mulroney,4cf390be-81e9-586c-95c7-aa90dd752ba8,Ryan Mulroney,exact,roney (Blurry Whirl > Paradox [Symposium] Whirl > Whirlwind),inline_trick_match
1012638214,2002,,,,54,2. Ryan Mulroney (Blurry Whirl > Paradox Symposium Whirl > Whirlwind),Whirl,whirl,Ryan Mulroney,4cf390be-81e9-586c-95c7-aa90dd752ba8,Ryan Mulroney,exact,2. Ryan Mulroney (Blurry [Whirl] > Paradox Symposium Whirl > W,inline_trick_match
1012638214,2002,,,,54,2. Ryan Mulroney (Blurry Whirl > Paradox Symposium Whirl > Whirlwind),Whirl,whirl,Ryan Mulroney,4cf390be-81e9-586c-95c7-aa90dd752ba8,Ryan Mulroney,exact,rry Whirl > Paradox Symposium [Whirl] > Whirlwind),inline_trick_match
1012638214,2002,,,,55,3. Jeremy Benton (Blurry Whirl > Osis > Paradox Torque),Blurry Whirl,blurry whirl,Jeremy Benton,e5048c10-39e3-5f80-8b88-0512fb2d8089,Jeremy Benton,exact,3. Jeremy Benton ([Blurry Whirl] > Osis > Paradox Torque),inline_trick_match
1012638214,2002,,,,55,3. Jeremy Benton (Blurry Whirl > Osis > Paradox Torque),Torque,torque,Jeremy Benton,e5048c10-39e3-5f80-8b88-0512fb2d8089,Jeremy Benton,exact,Blurry Whirl > Osis > Paradox [Torque]),inline_trick_match
1012638214,2002,,,,55,3. Jeremy Benton (Blurry Whirl > Osis > Paradox Torque),Whirl,whirl,Jeremy Benton,e5048c10-39e3-5f80-8b88-0512fb2d8089,Jeremy Benton,exact,3. Jeremy Benton (Blurry [Whirl] > Osis > Paradox Torque),inline_trick_match
1012638214,2002,,,,55,3. Jeremy Benton (Blurry Whirl > Osis > Paradox Torque),Osis,osis,Jeremy Benton,e5048c10-39e3-5f80-8b88-0512fb2d8089,Jeremy Benton,exact,Jeremy Benton (Blurry Whirl > [Osis] > Paradox Torque),inline_trick_match
1016457376,2002,,,,15,- pixie butterfly>pdx mirage>ducking butterfly,butterfly,butterfly,,,,none,- pixie [butterfly]>pdx mirage>ducking butterfly,inline_trick_match
1016457376,2002,,,,15,- pixie butterfly>pdx mirage>ducking butterfly,butterfly,butterfly,,,,none, butterfly>pdx mirage>ducking [butterfly],inline_trick_match
1016457376,2002,,,,15,- pixie butterfly>pdx mirage>ducking butterfly,ducking,ducking,,,,none,- pixie butterfly>pdx mirage>[ducking] butterfly,inline_trick_match
1016457376,2002,,,,15,- pixie butterfly>pdx mirage>ducking butterfly,pixie,pixie,,,,none,- [pixie] butterfly>pdx mirage>ducking ,inline_trick_match
1016457376,2002,,,,17,- clipper>ripwalk>blur,ripwalk,ripwalk,,,,none,- clipper>[ripwalk]>blur,inline_trick_match
1016457376,2002,,,,17,- clipper>ripwalk>blur,blur,blur,,,,none,- clipper>ripwalk>[blur],inline_trick_match
1016457376,2002,,,,19,- pixie>toe ducking mirage>butterfly,butterfly,butterfly,,,,none,- pixie>toe ducking mirage>[butterfly],inline_trick_match
1016457376,2002,,,,19,- pixie>toe ducking mirage>butterfly,ducking,ducking,,,,none,- pixie>toe [ducking] mirage>butterfly,inline_trick_match
1016457376,2002,,,,19,- pixie>toe ducking mirage>butterfly,pixie,pixie,,,,none,- [pixie]>toe ducking mirage>butterfly,inline_trick_match
1016457376,2002,,,,21,- wrap>osis>inside del,osis,osis,,,,none,- wrap>[osis]>inside del,inline_trick_match
1016457376,2002,,,,23,- pixie toe>toe del >atw,pixie,pixie,,,,none,- [pixie] toe>toe del >atw,inline_trick_match
1016457376,2002,,,,43,- whirling swirl>whirling swirl>whirling swirl(>whirling swirl),swirl,swirl,,,,none,- whirling [swirl]>whirling swirl>whirling swirl,inline_trick_match
1016457376,2002,,,,43,- whirling swirl>whirling swirl>whirling swirl(>whirling swirl),swirl,swirl,,,,none,- whirling swirl>whirling [swirl]>whirling swirl(>whirling swir,inline_trick_match
1016457376,2002,,,,43,- whirling swirl>whirling swirl>whirling swirl(>whirling swirl),swirl,swirl,,,,none,swirl>whirling swirl>whirling [swirl](>whirling swirl),inline_trick_match
1016457376,2002,,,,43,- whirling swirl>whirling swirl>whirling swirl(>whirling swirl),swirl,swirl,,,,none,wirl>whirling swirl(>whirling [swirl]),inline_trick_match
1016457376,2002,,,,45,- ripwalk>spinning butterfly>pdx dlo,butterfly,butterfly,,,,none,- ripwalk>spinning [butterfly]>pdx dlo,inline_trick_match
1016457376,2002,,,,45,- ripwalk>spinning butterfly>pdx dlo,spinning,spinning,,,,none,- ripwalk>[spinning] butterfly>pdx dlo,inline_trick_match
1016457376,2002,,,,45,- ripwalk>spinning butterfly>pdx dlo,ripwalk,ripwalk,,,,none,- [ripwalk]>spinning butterfly>pdx dlo,inline_trick_match
1016457376,2002,,,,48,Alex Faber- Gyro Dlo,Gyro,gyro,Alex Faber- Gyro Dlo,,,unresolved,Alex Faber- [Gyro] Dlo,inline_trick_match
1018925821,2002,,,,2,1st: Brad Nelson (Blurry Whirl>Paradox Torque>Paradox Blender),Blurry Whirl,blurry whirl,Brad Nelson,42cfb7b0-8f51-53ff-9721-f4ac4b909290,Brad Nelson,exact,1st: Brad Nelson ([Blurry Whirl]>Paradox Torque>Paradox Blende,inline_trick_match
1018925821,2002,,,,2,1st: Brad Nelson (Blurry Whirl>Paradox Torque>Paradox Blender),Blender,blender,Brad Nelson,42cfb7b0-8f51-53ff-9721-f4ac4b909290,Brad Nelson,exact, Whirl>Paradox Torque>Paradox [Blender]),inline_trick_match
1018925821,2002,,,,2,1st: Brad Nelson (Blurry Whirl>Paradox Torque>Paradox Blender),Torque,torque,Brad Nelson,42cfb7b0-8f51-53ff-9721-f4ac4b909290,Brad Nelson,exact, Nelson (Blurry Whirl>Paradox [Torque]>Paradox Blender),inline_trick_match
1018925821,2002,,,,2,1st: Brad Nelson (Blurry Whirl>Paradox Torque>Paradox Blender),Whirl,whirl,Brad Nelson,42cfb7b0-8f51-53ff-9721-f4ac4b909290,Brad Nelson,exact,1st: Brad Nelson (Blurry [Whirl]>Paradox Torque>Paradox Blende,inline_trick_match
1018925821,2002,,,,3,2nd: Greg Nelson (Paradox Drifter>Paradox Whirl>Paradox Torque),Drifter,drifter,Greg Nelson,da2cbc95-e09b-5a22-9baf-00e25552c9b6,Greg Nelson,exact,2nd: Greg Nelson (Paradox [Drifter]>Paradox Whirl>Paradox Torque),inline_trick_match
1018925821,2002,,,,3,2nd: Greg Nelson (Paradox Drifter>Paradox Whirl>Paradox Torque),Torque,torque,Greg Nelson,da2cbc95-e09b-5a22-9baf-00e25552c9b6,Greg Nelson,exact,Drifter>Paradox Whirl>Paradox [Torque]),inline_trick_match
1018925821,2002,,,,3,2nd: Greg Nelson (Paradox Drifter>Paradox Whirl>Paradox Torque),Whirl,whirl,Greg Nelson,da2cbc95-e09b-5a22-9baf-00e25552c9b6,Greg Nelson,exact,lson (Paradox Drifter>Paradox [Whirl]>Paradox Torque),inline_trick_match
1018925821,2002,,,,4,3rd: Jake Milofsky (Ripwalk>Ducking Butterfly>PS Whirl),Butterfly,butterfly,Jake Milofsky,0f51c65d-c889-5354-8cb7-21bef31c04ca,Jake Milofsky,exact,ake Milofsky (Ripwalk>Ducking [Butterfly]>PS Whirl),inline_trick_match
1018925821,2002,,,,4,3rd: Jake Milofsky (Ripwalk>Ducking Butterfly>PS Whirl),Ducking,ducking,Jake Milofsky,0f51c65d-c889-5354-8cb7-21bef31c04ca,Jake Milofsky,exact,3rd: Jake Milofsky (Ripwalk>[Ducking] Butterfly>PS Whirl),inline_trick_match
1018925821,2002,,,,4,3rd: Jake Milofsky (Ripwalk>Ducking Butterfly>PS Whirl),Ripwalk,ripwalk,Jake Milofsky,0f51c65d-c889-5354-8cb7-21bef31c04ca,Jake Milofsky,exact,3rd: Jake Milofsky ([Ripwalk]>Ducking Butterfly>PS Whirl),inline_trick_match
1018925821,2002,,,,4,3rd: Jake Milofsky (Ripwalk>Ducking Butterfly>PS Whirl),Whirl,whirl,Jake Milofsky,0f51c65d-c889-5354-8cb7-21bef31c04ca,Jake Milofsky,exact,(Ripwalk>Ducking Butterfly>PS [Whirl]),inline_trick_match
1018925821,2002,,,,14,type of pixie duck that'd throw me back again. Bob Glasser came with his fairy,pixie,pixie,Bob Glasser,c448d0ea-1fd7-5477-89bf-ef54258ab246,Bob Glasser,exact,type of [pixie] duck that'd throw me back aga,inline_trick_match
1018925821,2002,,,,15,"set again, ducking and all. I think i saw him go for fairy torque, not sure if",ducking,ducking,,,,none,"set again, [ducking] and all. I think i saw him go",inline_trick_match
1018925821,2002,,,,15,"set again, ducking and all. I think i saw him go for fairy torque, not sure if",torque,torque,,,,none," think i saw him go for fairy [torque], not sure if",inline_trick_match
1018925821,2002,,,,16,"he hit it though. Then there is Brad Nelson, blazing p-whirl, blurry",blazing,blazing,Then,,,unresolved,"h. Then there is Brad Nelson, [blazing] p-whirl, blurry",inline_trick_match
1018925821,2002,,,,16,"he hit it though. Then there is Brad Nelson, blazing p-whirl, blurry",whirl,whirl,Then,,,unresolved,"ere is Brad Nelson, blazing p-[whirl], blurry",inline_trick_match
1018925821,2002,,,,24,super-clean PS whirl first try in competition.,whirl,whirl,,,,none,super-clean PS [whirl] first try in competition.,inline_trick_match
1018925821,2002,,,,26,symposium quantum set that mad my jaw drop; and Ian Brill came with his atomic,symposium,symposium,Ian Brill,a0b21552-454a-5667-a2dd-cadedd749e8d,Ian Brill,exact,[symposium] quantum set that mad my jaw d,inline_trick_match
1018925821,2002,,,,26,symposium quantum set that mad my jaw drop; and Ian Brill came with his atomic,atomic,atomic,Ian Brill,a0b21552-454a-5667-a2dd-cadedd749e8d,Ian Brill,exact,; and Ian Brill came with his [atomic],inline_trick_match
1021665982,2002,,,,70,sub-atomic twirl,atomic,atomic,,,,none,sub-[atomic] twirl,inline_trick_match
1021665982,2002,,,,73,blazing whirl,blazing,blazing,,,,none,[blazing] whirl,inline_trick_match
1021665982,2002,,,,73,blazing whirl,whirl,whirl,,,,none,blazing [whirl],inline_trick_match
1022992222,2002,,,,10,1st: Jamie Lloyd-Blurry Pickup>Pixie Butterfly>Eclipse,Butterfly,butterfly,Jamie Lloyd-Blurry Pickup,,,unresolved,mie Lloyd-Blurry Pickup>Pixie [Butterfly]>Eclipse,inline_trick_match
1022992222,2002,,,,10,1st: Jamie Lloyd-Blurry Pickup>Pixie Butterfly>Eclipse,Pickup,pickup,Jamie Lloyd-Blurry Pickup,,,unresolved,1st: Jamie Lloyd-Blurry [Pickup]>Pixie Butterfly>Eclipse,inline_trick_match
1022992222,2002,,,,10,1st: Jamie Lloyd-Blurry Pickup>Pixie Butterfly>Eclipse,Pixie,pixie,Jamie Lloyd-Blurry Pickup,,,unresolved,st: Jamie Lloyd-Blurry Pickup>[Pixie] Butterfly>Eclipse,inline_trick_match
1022992222,2002,,,,12,Sick 1 award goes to Jon Zaleski for Fairy Mobius,Mobius,mobius,Sick,,,unresolved,goes to Jon Zaleski for Fairy [Mobius],inline_trick_match
1029347412,2002,,,,7,blur > pixie butter > ripwalk ; step mirage > fairy butter > pdx mirage,ripwalk,ripwalk,,,,none,blur > pixie butter > [ripwalk] ; step mirage > fairy butter ,inline_trick_match
1029347412,2002,,,,7,blur > pixie butter > ripwalk ; step mirage > fairy butter > pdx mirage,pixie,pixie,,,,none,blur > [pixie] butter > ripwalk ; step mirag,inline_trick_match
1029347412,2002,,,,7,blur > pixie butter > ripwalk ; step mirage > fairy butter > pdx mirage,blur,blur,,,,none,[blur] > pixie butter > ripwalk ; st,inline_trick_match
1029347412,2002,,,,9,pixie butter > ripwalk > ducking butter,ducking,ducking,,,,none,pixie butter > ripwalk > [ducking] butter,inline_trick_match
1029347412,2002,,,,9,pixie butter > ripwalk > ducking butter,ripwalk,ripwalk,,,,none,pixie butter > [ripwalk] > ducking butter,inline_trick_match
1029347412,2002,,,,9,pixie butter > ripwalk > ducking butter,pixie,pixie,,,,none,[pixie] butter > ripwalk > ducking bu,inline_trick_match
1031334528,2003,,,,6,"competition, many fun pickup games, shred circles, four square, a world",pickup,pickup,,,,none,"competition, many fun [pickup] games, shred circles, four sq",inline_trick_match
1032602594,2002,,,,11,shooting mirage>phoenix (pixie ducking butterfly)>blurriest,blurriest,blurriest,,,,none,nix (pixie ducking butterfly)>[blurriest],inline_trick_match
1032602594,2002,,,,11,shooting mirage>phoenix (pixie ducking butterfly)>blurriest,butterfly,butterfly,,,,none,mirage>phoenix (pixie ducking [butterfly])>blurriest,inline_trick_match
1032602594,2002,,,,11,shooting mirage>phoenix (pixie ducking butterfly)>blurriest,ducking,ducking,,,,none,hooting mirage>phoenix (pixie [ducking] butterfly)>blurriest,inline_trick_match
1032602594,2002,,,,11,shooting mirage>phoenix (pixie ducking butterfly)>blurriest,pixie,pixie,,,,none,shooting mirage>phoenix ([pixie] ducking butterfly)>blurriest,inline_trick_match
1032602594,2002,,,,13,Ripwalk>Blur>Yoda (pixie da da),Ripwalk,ripwalk,Ripwalk,,,unresolved,[Ripwalk]>Blur>Yoda (pixie da da),inline_trick_match
1032602594,2002,,,,13,Ripwalk>Blur>Yoda (pixie da da),pixie,pixie,Ripwalk,,,unresolved,Ripwalk>Blur>Yoda ([pixie] da da),inline_trick_match
1032602594,2002,,,,13,Ripwalk>Blur>Yoda (pixie da da),Blur,blur,Ripwalk,,,unresolved,Ripwalk>[Blur]>Yoda (pixie da da),inline_trick_match
1032602594,2002,,,,15,Blur>ducking butterfly>ripwalk,butterfly,butterfly,Blur,,,unresolved,Blur>ducking [butterfly]>ripwalk,inline_trick_match
1032602594,2002,,,,15,Blur>ducking butterfly>ripwalk,ducking,ducking,Blur,,,unresolved,Blur>[ducking] butterfly>ripwalk,inline_trick_match
1032602594,2002,,,,15,Blur>ducking butterfly>ripwalk,ripwalk,ripwalk,Blur,,,unresolved,Blur>ducking butterfly>[ripwalk],inline_trick_match
1032602594,2002,,,,15,Blur>ducking butterfly>ripwalk,Blur,blur,Blur,,,unresolved,[Blur]>ducking butterfly>ripwalk,inline_trick_match
1032602594,2002,,,,21,Atomic ducking butterfly>blurriest>mobius.,blurriest,blurriest,Atomic,,,unresolved,Atomic ducking butterfly>[blurriest]>mobius.,inline_trick_match
1032602594,2002,,,,21,Atomic ducking butterfly>blurriest>mobius.,butterfly,butterfly,Atomic,,,unresolved,Atomic ducking [butterfly]>blurriest>mobius.,inline_trick_match
1032602594,2002,,,,21,Atomic ducking butterfly>blurriest>mobius.,ducking,ducking,Atomic,,,unresolved,Atomic [ducking] butterfly>blurriest>mobius.,inline_trick_match
1032602594,2002,,,,21,Atomic ducking butterfly>blurriest>mobius.,Atomic,atomic,Atomic,,,unresolved,[Atomic] ducking butterfly>blurriest>m,inline_trick_match
1032602594,2002,,,,21,Atomic ducking butterfly>blurriest>mobius.,mobius,mobius,Atomic,,,unresolved,c ducking butterfly>blurriest>[mobius].,inline_trick_match
1032602594,2002,,,,22,Best move was a Symposium neutron smasher (also known as a,Symposium,symposium,Best,,,unresolved,Best move was a [Symposium] neutron smasher (also known a,inline_trick_match
1032602594,2002,,,,23,symposium johnny quest) again by Lynton.,symposium,symposium,Lynton,,,unresolved,[symposium] johnny quest) again by Lynton,inline_trick_match
1034985978,2003,,,,28,"Ethan Husted (OR, USA) (Shooting Eggbeater)",Eggbeater,eggbeater,Ethan Husted,10854ae3-60d7-51a7-ad9a-36033b541bd9,Ethan Husted,exact,"an Husted (OR, USA) (Shooting [Eggbeater])",inline_trick_match
1034985978,2003,,,,32,Allan Haggett (BC) (Ripped Warrior-Blurry Whirl-Stepping Swivel),Blurry Whirl,blurry whirl,Allan Haggett,be733240-4c4d-553c-9df4-4c47b38a19e4,Allan Haggett,exact, Haggett (BC) (Ripped Warrior-[Blurry Whirl]-Stepping Swivel),inline_trick_match
1034985978,2003,,,,32,Allan Haggett (BC) (Ripped Warrior-Blurry Whirl-Stepping Swivel),Stepping,stepping,Allan Haggett,be733240-4c4d-553c-9df4-4c47b38a19e4,Allan Haggett,exact, (Ripped Warrior-Blurry Whirl-[Stepping] Swivel),inline_trick_match
1034985978,2003,,,,32,Allan Haggett (BC) (Ripped Warrior-Blurry Whirl-Stepping Swivel),Whirl,whirl,Allan Haggett,be733240-4c4d-553c-9df4-4c47b38a19e4,Allan Haggett,exact,t (BC) (Ripped Warrior-Blurry [Whirl]-Stepping Swivel),inline_trick_match
1035042753,2002,,,,18,"usa ""where the ripwalk ends"", eben erst an den weltmeisterschaften",ripwalk,ripwalk,,,,none,"usa ""where the [ripwalk] ends"", eben erst an den weltm",inline_trick_match
1035817350,2002,,,,10,1 - Lynton Stephens (Shooting mirage>pixie warrior>blurriest),blurriest,blurriest,Lynton Stephens,8a740aac-66c5-5fe2-a482-2acd1d1cdc11,Lynton Stephens,exact,Shooting mirage>pixie warrior>[blurriest]),inline_trick_match
1035817350,2002,,,,10,1 - Lynton Stephens (Shooting mirage>pixie warrior>blurriest),pixie,pixie,Lynton Stephens,8a740aac-66c5-5fe2-a482-2acd1d1cdc11,Lynton Stephens,exact,ton Stephens (Shooting mirage>[pixie] warrior>blurriest),inline_trick_match
1035817350,2002,,,,11,2 - Brendan Erskine (butterfly>blur>ducking butterfly),butterfly,butterfly,Brendan Erskine,2b72150a-23a0-5c22-864d-86e32a01f185,Brendan Erskine,exact,2 - Brendan Erskine ([butterfly]>blur>ducking butterfly),inline_trick_match
1035817350,2002,,,,11,2 - Brendan Erskine (butterfly>blur>ducking butterfly),butterfly,butterfly,Brendan Erskine,2b72150a-23a0-5c22-864d-86e32a01f185,Brendan Erskine,exact,skine (butterfly>blur>ducking [butterfly]),inline_trick_match
1035817350,2002,,,,11,2 - Brendan Erskine (butterfly>blur>ducking butterfly),ducking,ducking,Brendan Erskine,2b72150a-23a0-5c22-864d-86e32a01f185,Brendan Erskine,exact,endan Erskine (butterfly>blur>[ducking] butterfly),inline_trick_match
1035817350,2002,,,,11,2 - Brendan Erskine (butterfly>blur>ducking butterfly),blur,blur,Brendan Erskine,2b72150a-23a0-5c22-864d-86e32a01f185,Brendan Erskine,exact, - Brendan Erskine (butterfly>[blur]>ducking butterfly),inline_trick_match
1035817350,2002,,,,12,3 - Ben Elynn (ripwalk>ripwalk>paradox mirage),paradox mirage,paradox mirage,Ben Elynn,0fa81d44-72e1-5170-966c-f4ecadd319a7,Ben Elynn,exact, - Ben Elynn (ripwalk>ripwalk>[paradox mirage]),inline_trick_match
1035817350,2002,,,,12,3 - Ben Elynn (ripwalk>ripwalk>paradox mirage),ripwalk,ripwalk,Ben Elynn,0fa81d44-72e1-5170-966c-f4ecadd319a7,Ben Elynn,exact,3 - Ben Elynn ([ripwalk]>ripwalk>paradox mirage),inline_trick_match
1035817350,2002,,,,12,3 - Ben Elynn (ripwalk>ripwalk>paradox mirage),ripwalk,ripwalk,Ben Elynn,0fa81d44-72e1-5170-966c-f4ecadd319a7,Ben Elynn,exact,3 - Ben Elynn (ripwalk>[ripwalk]>paradox mirage),inline_trick_match
1036298726,2003,,,,6,Colorado Shred Symposium veterans...,Symposium,symposium,Colorado Shred Symposium,,,unresolved,Colorado Shred [Symposium] veterans...,inline_trick_match
1036298726,2003,,,,39,"1st) Sunil Jani: High-Stepping Butterfly, P. Dragonflier, Eggbeater",Butterfly,butterfly,Sunil Jani,8f15594c-f3f9-53d9-bfe5-409e746b7c29,Sunil Jani,exact,"st) Sunil Jani: High-Stepping [Butterfly], P. Dragonflier, Eggbeater",inline_trick_match
1036298726,2003,,,,39,"1st) Sunil Jani: High-Stepping Butterfly, P. Dragonflier, Eggbeater",Eggbeater,eggbeater,Sunil Jani,8f15594c-f3f9-53d9-bfe5-409e746b7c29,Sunil Jani,exact,"ng Butterfly, P. Dragonflier, [Eggbeater]",inline_trick_match
1036298726,2003,,,,39,"1st) Sunil Jani: High-Stepping Butterfly, P. Dragonflier, Eggbeater",Stepping,stepping,Sunil Jani,8f15594c-f3f9-53d9-bfe5-409e746b7c29,Sunil Jani,exact,"1st) Sunil Jani: High-[Stepping] Butterfly, P. Dragonflier, Eg",inline_trick_match
1036298726,2003,,,,40,"2nd) Daryl Genz: P. Legbeater, Sumo (P. Atomsmasher), Pixie Ducking Butterfly",Atomsmasher,atomsmasher,Daryl Genz,bd97ebe2-5ecd-5854-9d2e-b877a27ac527,Daryl Genz,exact," Genz: P. Legbeater, Sumo (P. [Atomsmasher]), Pixie Ducking Butterfly",inline_trick_match
1036298726,2003,,,,40,"2nd) Daryl Genz: P. Legbeater, Sumo (P. Atomsmasher), Pixie Ducking Butterfly",Butterfly,butterfly,Daryl Genz,bd97ebe2-5ecd-5854-9d2e-b877a27ac527,Daryl Genz,exact,". Atomsmasher), Pixie Ducking [Butterfly]",inline_trick_match
1036298726,2003,,,,40,"2nd) Daryl Genz: P. Legbeater, Sumo (P. Atomsmasher), Pixie Ducking Butterfly",Ducking,ducking,Daryl Genz,bd97ebe2-5ecd-5854-9d2e-b877a27ac527,Daryl Genz,exact," Sumo (P. Atomsmasher), Pixie [Ducking] Butterfly",inline_trick_match
1036298726,2003,,,,40,"2nd) Daryl Genz: P. Legbeater, Sumo (P. Atomsmasher), Pixie Ducking Butterfly",Pixie,pixie,Daryl Genz,bd97ebe2-5ecd-5854-9d2e-b877a27ac527,Daryl Genz,exact,"eater, Sumo (P. Atomsmasher), [Pixie] Ducking Butterfly",inline_trick_match
1036298726,2003,,,,41,"3rd) Ethan Husted: Blurriest, P. DLO, Pixie Whirl",Blurriest,blurriest,Ethan Husted,10854ae3-60d7-51a7-ad9a-36033b541bd9,Ethan Husted,exact,"3rd) Ethan Husted: [Blurriest], P. DLO, Pixie Whirl",inline_trick_match
1036298726,2003,,,,41,"3rd) Ethan Husted: Blurriest, P. DLO, Pixie Whirl",Pixie,pixie,Ethan Husted,10854ae3-60d7-51a7-ad9a-36033b541bd9,Ethan Husted,exact,"an Husted: Blurriest, P. DLO, [Pixie] Whirl",inline_trick_match
1036298726,2003,,,,41,"3rd) Ethan Husted: Blurriest, P. DLO, Pixie Whirl",Whirl,whirl,Ethan Husted,10854ae3-60d7-51a7-ad9a-36033b541bd9,Ethan Husted,exact,"ted: Blurriest, P. DLO, Pixie [Whirl]",inline_trick_match
1036298726,2003,,,,42,"4th) Allan Hagget: Fog, Legbeater, P. Torque",Torque,torque,Allan Hagget,be733240-4c4d-553c-9df4-4c47b38a19e4,Allan Haggett,exact,"an Hagget: Fog, Legbeater, P. [Torque]",inline_trick_match
1036298726,2003,,,,42,"4th) Allan Hagget: Fog, Legbeater, P. Torque",Fog,fog,Allan Hagget,be733240-4c4d-553c-9df4-4c47b38a19e4,Allan Haggett,exact,"4th) Allan Hagget: [Fog], Legbeater, P. Torque",inline_trick_match
1036298726,2003,,,,43,"5th) Jim Penske: P. Legbeater, Blurry Whirl, P. Torque",Blurry Whirl,blurry whirl,Jim Penske,4d04edec-6cd0-582d-b4e1-e8ead070a8c8,Jim Penske,exact,"th) Jim Penske: P. Legbeater, [Blurry Whirl], P. Torque",inline_trick_match
